Time,X,Y,Sensor,Temp,Elev,Humidity,MachineType,Vent
02:00:00,9,9,100,20.910,1.800,0.530,"Solaris",1
03:00:00,0,0,1,25.420,2.000,0.340,"AIX",0
03:00:00,0,1,2,20.010,1.800,0.450,"Solaris",0
03:00:00,0,2,3,20.040,1.500,0.320,"Win64",0
03:00:00,0,3,4,20.070,1.600,0.560,"Win64",1
03:00:00,0,4,5,20.100,1.700,0.430,"Win32",1
03:00:00,0,5,6,20.130,1.500,0.560,"Solaris",1
03:00:00,0,6,7,20.160,1.600,0.780,"AIX",0
03:00:00,0,7,8,20.190,1.600,0.650,"AIX",1
03:00:00,0,8,9,20.220,1.800,0.450,"Solaris",0
03:00:00,0,9,10,20.250,1.900,0.320,"RedHat",1
03:00:00,1,0,11,20.280,1.800,0.450,"AIX",0
03:00:00,1,1,12,20.310,1.600,0.430,"Solaris",0
03:00:00,1,2,13,20.340,1.800,0.230,"AIX",1
03:00:00,1,3,14,20.370,1.800,0.540,"Solaris",1
03:00:00,1,4,15,20.400,1.500,0.440,"Win64",0
03:00:00,1,5,16,20.430,1.600,0.320,"Win64",0
03:00:00,1,6,17,20.460,1.700,0.120,"Win32",1
03:00:00,1,7,18,20.490,1.500,0.340,"Solaris",1
03:00:00,1,8,19,20.520,1.600,0.540,"AIX",0
03:00:00,1,9,20,20.550,1.600,0.340,"AIX",0
03:00:00,2,0,21,20.580,1.800,0.560,"Solaris",0
03:00:00,2,1,22,20.610,1.900,0.760,"RedHat",1
03:00:00,2,2,23,20.640,1.800,0.450,"AIX",1
03:00:00,2,3,24,20.670,1.600,0.340,"Solaris",1
03:00:00,2,4,25,20.700,1.800,0.530,"AIX",0
03:00:00,2,5,26,20.730,1.800,0.450,"Solaris",1
03:00:00,2,6,27,20.760,1.500,0.320,"Win64",0
03:00:00,2,7,28,20.790,1.600,0.560,"Win64",1
03:00:00,2,8,29,20.820,1.700,0.430,"Win32",0
03:00:00,2,9,30,20.850,1.500,0.560,"Solaris",0
03:00:00,3,0,31,20.880,1.600,0.780,"AIX",1
03:00:00,3,1,32,20.910,1.600,0.650,"AIX",1
03:00:00,3,2,33,20.940,1.800,0.450,"Solaris",0
03:00:00,3,3,34,20.970,1.900,0.320,"RedHat",0
03:00:00,3,4,35,21.000,1.800,0.450,"AIX",1
03:00:00,3,5,36,21.030,1.600,0.430,"Solaris",1
03:00:00,3,6,37,21.060,1.800,0.230,"AIX",0
03:00:00,3,7,38,21.090,1.800,0.540,"Solaris",0
03:00:00,3,8,39,21.120,1.500,0.440,"Win64",0
03:00:00,3,9,40,21.150,1.600,0.320,"Win64",1
03:00:00,4,0,41,20.420,1.700,0.120,"Win32",1
03:00:00,4,1,42,20.210,1.500,0.340,"Solaris",1
03:00:00,4,2,43,20.240,1.600,0.540,"AIX",0
03:00:00,4,3,44,20.270,1.600,0.340,"AIX",1
03:00:00,4,4,45,20.300,1.800,0.560,"Solaris",0
03:00:00,4,5,46,20.330,1.900,0.760,"RedHat",1
03:00:00,4,6,47,20.360,1.800,0.450,"AIX",0
03:00:00,4,7,48,20.390,1.600,0.340,"Solaris",0
03:00:00,4,8,49,20.420,1.800,0.530,"AIX",1
03:00:00,4,9,50,20.450,1.600,0.450,"Solaris",1
03:00:00,5,0,51,20.480,1.800,0.320,"Win64",0
03:00:00,5,1,52,20.510,1.500,0.560,"Win64",0
03:00:00,5,2,53,20.540,1.600,0.430,"Win32",1
03:00:00,5,3,54,20.570,1.700,0.560,"Solaris",1
03:00:00,5,4,55,20.600,1.500,0.780,"AIX",0
03:00:00,5,5,56,20.630,1.600,0.650,"AIX",0
03:00:00,5,6,57,20.660,1.600,0.450,"Solaris",0
03:00:00,5,7,58,20.690,1.800,0.320,"RedHat",1
03:00:00,5,8,59,20.720,1.900,0.450,"AIX",1
03:00:00,5,9,60,20.750,1.800,0.430,"Solaris",1
03:00:00,6,0,61,20.780,1.600,0.230,"AIX",0
03:00:00,6,1,62,20.810,1.800,0.540,"Solaris",1
03:00:00,6,2,63,20.840,1.500,0.440,"Win64",0
03:00:00,6,3,64,20.870,1.600,0.320,"Win64",1
03:00:00,6,4,65,20.900,1.700,0.120,"Win32",0
03:00:00,6,5,66,20.930,1.500,0.340,"Solaris",0
03:00:00,6,6,67,20.100,1.600,0.540,"AIX",1
03:00:00,6,7,68,20.140,1.600,0.340,"AIX",1
03:00:00,6,8,69,20.180,1.800,0.560,"Solaris",0
03:00:00,6,9,70,20.220,1.900,0.760,"RedHat",0
03:00:00,7,0,71,20.260,1.800,0.450,"AIX",1
03:00:00,7,1,72,20.300,1.600,0.340,"Solaris",1
03:00:00,7,2,73,20.340,1.800,0.530,"AIX",0
03:00:00,7,3,74,20.380,1.600,0.450,"Solaris",0
03:00:00,7,4,75,20.420,1.800,0.320,"Win64",0
03:00:00,7,5,76,20.460,1.500,0.560,"Win64",1
03:00:00,7,6,77,20.500,1.600,0.430,"Win32",1
03:00:00,7,7,78,20.540,1.700,0.560,"Solaris",1
03:00:00,7,8,79,20.580,1.500,0.780,"AIX",0
03:00:00,7,9,80,20.620,1.600,0.650,"AIX",1
03:00:00,8,0,81,20.660,1.600,0.450,"Solaris",0
03:00:00,8,1,82,20.430,1.800,0.320,"RedHat",1
03:00:00,8,2,83,20.340,1.900,0.450,"AIX",0
03:00:00,8,3,84,20.250,1.800,0.430,"Solaris",0
03:00:00,8,4,85,20.160,1.600,0.230,"Solaris",1
03:00:00,8,5,86,20.070,1.800,0.540,"RedHat",1
03:00:00,8,6,87,19.980,1.600,0.440,"AIX",0
03:00:00,8,7,88,19.890,1.700,0.320,"Solaris",0
03:00:00,8,8,89,20.340,1.500,0.120,"Solaris",1
03:00:00,8,9,90,20.350,1.600,0.340,"RedHat",1
03:00:00,9,0,91,20.360,1.600,0.540,"AIX",0
03:00:00,9,1,92,20.370,1.800,0.340,"Solaris",0
03:00:00,9,2,93,20.380,1.900,0.560,"Solaris",0
03:00:00,9,3,94,20.390,1.800,0.760,"RedHat",1
03:00:00,9,4,95,20.400,1.600,0.450,"AIX",1
03:00:00,9,5,96,20.410,1.800,0.340,"Solaris",1
03:00:00,9,6,97,20.420,1.900,0.530,"RedHat",0
03:00:00,9,7,98,20.430,1.800,0.340,"AIX",1
03:00:00,9,8,99,20.440,1.600,0.530,"Solaris",0
03:00:00,9,9,100,20.450,1.800,0.530,"Solaris",1
04:00:00,0,0,1,25.670,2.000,0.340,"AIX",0
04:00:00,0,1,2,20.430,1.800,0.450,"Solaris",0
04:00:00,0,2,3,20.340,1.500,0.320,"Win64",0
04:00:00,0,3,4,20.560,1.600,0.560,"Win64",1
04:00:00,0,4,5,20.430,1.700,0.430,"Win32",1
04:00:00,0,5,6,20.500,1.500,0.560,"Solaris",1
04:00:00,0,6,7,20.520,1.600,0.780,"AIX",0
04:00:00,0,7,8,20.540,1.600,0.650,"AIX",1
04:00:00,0,8,9,20.560,1.800,0.450,"Solaris",0
04:00:00,0,9,10,20.580,1.900,0.320,"RedHat",1
04:00:00,1,0,11,20.610,1.800,0.450,"AIX",0
04:00:00,1,1,12,20.630,1.600,0.430,"Solaris",0
04:00:00,1,2,13,20.650,1.800,0.230,"AIX",1
04:00:00,1,3,14,20.670,1.800,0.540,"Solaris",1
04:00:00,1,4,15,20.320,1.500,0.440,"Win64",0
04:00:00,1,5,16,20.140,1.600,0.320,"Win64",0
04:00:00,1,6,17,20.670,1.700,0.120,"Win32",1
04:00:00,1,7,18,20.330,1.500,0.340,"Solaris",1
04:00:00,1,8,19,20.510,1.600,0.540,"AIX",0
04:00:00,1,9,20,20.560,1.600,0.340,"AIX",0
04:00:00,2,0,21,20.620,1.800,0.560,"Solaris",0
04:00:00,2,1,22,20.670,1.900,0.760,"RedHat",1
04:00:00,2,2,23,20.730,1.800,0.450,"AIX",1
04:00:00,2,3,24,20.790,1.600,0.340,"Solaris",1
04:00:00,2,4,25,20.840,1.800,0.530,"AIX",0
04:00:00,2,5,26,20.900,1.800,0.450,"Solaris",1
04:00:00,2,6,27,20.950,1.500,0.320,"Win64",0
04:00:00,2,7,28,21.010,1.600,0.560,"Win64",1
04:00:00,2,8,29,21.070,1.700,0.430,"Win32",0
04:00:00,2,9,30,21.120,1.500,0.560,"Solaris",0
04:00:00,3,0,31,21.180,1.600,0.780,"AIX",1
04:00:00,3,1,32,21.230,1.600,0.650,"AIX",1
04:00:00,3,2,33,21.290,1.800,0.450,"Solaris",0
04:00:00,3,3,34,20.340,1.900,0.320,"RedHat",0
04:00:00,3,4,35,20.560,1.800,0.450,"AIX",1
04:00:00,3,5,36,20.210,1.600,0.430,"Solaris",1
04:00:00,3,6,37,20.220,1.800,0.230,"AIX",0
04:00:00,3,7,38,20.760,1.800,0.540,"Solaris",0
04:00:00,3,8,39,20.110,1.500,0.440,"Win64",0
04:00:00,3,9,40,20.270,1.600,0.320,"Win64",1
04:00:00,4,0,41,20.230,1.700,0.120,"Win32",1
04:00:00,4,1,42,20.200,1.500,0.340,"Solaris",1
04:00:00,4,2,43,20.160,1.600,0.540,"AIX",0
04:00:00,4,3,44,20.130,1.600,0.340,"AIX",1
04:00:00,4,4,45,20.090,1.800,0.560,"Solaris",0
04:00:00,4,5,46,20.060,1.900,0.760,"RedHat",1
04:00:00,4,6,47,20.020,1.800,0.450,"AIX",0
04:00:00,4,7,48,20.440,1.600,0.340,"Solaris",0
04:00:00,4,8,49,20.130,1.800,0.530,"AIX",1
04:00:00,4,9,50,20.250,1.600,0.450,"Solaris",1
04:00:00,5,0,51,20.650,1.800,0.320,"Win64",0
04:00:00,5,1,52,20.370,1.500,0.560,"Win64",0
04:00:00,5,2,53,20.560,1.600,0.430,"Win32",1
04:00:00,5,3,54,20.630,1.700,0.560,"Solaris",1
04:00:00,5,4,55,20.700,1.500,0.780,"AIX",0
04:00:00,5,5,56,20.780,1.600,0.650,"AIX",0
04:00:00,5,6,57,20.850,1.600,0.450,"Solaris",0
04:00:00,5,7,58,20.920,1.800,0.320,"RedHat",1
04:00:00,5,8,59,20.430,1.900,0.450,"AIX",1
04:00:00,5,9,60,20.110,1.800,0.430,"Solaris",1
04:00:00,6,0,61,20.130,1.600,0.230,"AIX",0
04:00:00,6,1,62,20.150,1.800,0.540,"Solaris",1
04:00:00,6,2,63,20.170,1.500,0.440,"Win64",0
04:00:00,6,3,64,20.190,1.600,0.320,"Win64",1
04:00:00,6,4,65,20.210,1.700,0.120,"Win32",0
04:00:00,6,5,66,20.230,1.500,0.340,"Solaris",0
04:00:00,6,6,67,20.250,1.600,0.540,"AIX",1
04:00:00,6,7,68,20.270,1.600,0.340,"AIX",1
04:00:00,6,8,69,20.290,1.800,0.560,"Solaris",0
04:00:00,6,9,70,20.310,1.900,0.760,"RedHat",0
04:00:00,7,0,71,20.330,1.800,0.450,"AIX",1
04:00:00,7,1,72,20.350,1.600,0.340,"Solaris",1
04:00:00,7,2,73,20.370,1.800,0.530,"AIX",0
04:00:00,7,3,74,20.390,1.600,0.450,"Solaris",0
04:00:00,7,4,75,20.410,1.800,0.320,"Win64",0
04:00:00,7,5,76,20.430,1.500,0.560,"Win64",1
04:00:00,7,6,77,20.450,1.600,0.430,"Win32",1
04:00:00,7,7,78,20.470,1.700,0.560,"Solaris",1
04:00:00,7,8,79,20.490,1.500,0.780,"AIX",0
04:00:00,7,9,80,20.510,1.600,0.650,"AIX",1
04:00:00,8,0,81,20.530,1.600,0.450,"Solaris",0
04:00:00,8,1,82,20.550,1.800,0.320,"RedHat",1
04:00:00,8,2,83,20.570,1.900,0.450,"AIX",0
04:00:00,8,3,84,20.590,1.800,0.430,"Solaris",0
04:00:00,8,4,85,20.610,1.600,0.230,"Solaris",1
04:00:00,8,5,86,20.630,1.800,0.540,"RedHat",1
04:00:00,8,6,87,20.650,1.600,0.440,"AIX",0
04:00:00,8,7,88,20.670,1.700,0.320,"Solaris",0
04:00:00,8,8,89,20.690,1.500,0.120,"Solaris",1
04:00:00,8,9,90,20.710,1.600,0.340,"RedHat",1
04:00:00,9,0,91,20.730,1.600,0.540,"AIX",0
04:00:00,9,1,92,20.750,1.800,0.340,"Solaris",0
04:00:00,9,2,93,20.770,1.900,0.560,"Solaris",0
04:00:00,9,3,94,20.790,1.800,0.760,"RedHat",1
04:00:00,9,4,95,20.810,1.600,0.450,"AIX",1
04:00:00,9,5,96,20.830,1.800,0.340,"Solaris",1
04:00:00,9,6,97,20.850,1.900,0.530,"RedHat",0
04:00:00,9,7,98,20.870,1.800,0.340,"AIX",1
04:00:00,9,8,99,20.890,1.600,0.530,"Solaris",0
04:00:00,9,9,100,20.910,1.800,0.530,"Solaris",1
05:00:00,0,0,1,25.420,2.000,0.340,"AIX",0
05:00:00,0,1,2,20.010,1.800,0.450,"Solaris",0
05:00:00,0,2,3,20.040,1.500,0.320,"Win64",0
05:00:00,0,3,4,20.070,1.600,0.560,"Win64",1
05:00:00,0,4,5,20.100,1.700,0.430,"Win32",1
05:00:00,0,5,6,20.130,1.500,0.560,"Solaris",1
05:00:00,0,6,7,20.160,1.600,0.780,"AIX",0
05:00:00,0,7,8,20.190,1.600,0.650,"AIX",1
05:00:00,0,8,9,20.220,1.800,0.450,"Solaris",0
05:00:00,0,9,10,20.250,1.900,0.320,"RedHat",1
05:00:00,1,0,11,20.280,1.800,0.450,"AIX",0
05:00:00,1,1,12,20.310,1.600,0.430,"Solaris",0
05:00:00,1,2,13,20.340,1.800,0.230,"AIX",1
05:00:00,1,3,14,20.370,1.800,0.540,"Solaris",1
05:00:00,1,4,15,20.400,1.500,0.440,"Win64",0
05:00:00,1,5,16,20.430,1.600,0.320,"Win64",0
05:00:00,1,6,17,20.460,1.700,0.120,"Win32",1
05:00:00,1,7,18,20.490,1.500,0.340,"Solaris",1
05:00:00,1,8,19,20.520,1.600,0.540,"AIX",0
05:00:00,1,9,20,20.550,1.600,0.340,"AIX",0
05:00:00,2,0,21,20.580,1.800,0.560,"Solaris",0
05:00:00,2,1,22,20.610,1.900,0.760,"RedHat",1
05:00:00,2,2,23,20.640,1.800,0.450,"AIX",1
05:00:00,2,3,24,20.670,1.600,0.340,"Solaris",1
05:00:00,2,4,25,20.700,1.800,0.530,"AIX",0
05:00:00,2,5,26,20.730,1.800,0.450,"Solaris",1
05:00:00,2,6,27,20.760,1.500,0.320,"Win64",0
05:00:00,2,7,28,20.790,1.600,0.560,"Win64",1
05:00:00,2,8,29,20.820,1.700,0.430,"Win32",0
05:00:00,2,9,30,20.850,1.500,0.560,"Solaris",0
05:00:00,3,0,31,20.880,1.600,0.780,"AIX",1
05:00:00,3,1,32,20.910,1.600,0.650,"AIX",1
05:00:00,3,2,33,20.940,1.800,0.450,"Solaris",0
05:00:00,3,3,34,20.970,1.900,0.320,"RedHat",0
05:00:00,3,4,35,21.000,1.800,0.450,"AIX",1
05:00:00,3,5,36,21.030,1.600,0.430,"Solaris",1
05:00:00,3,6,37,21.060,1.800,0.230,"AIX",0
05:00:00,3,7,38,21.090,1.800,0.540,"Solaris",0
05:00:00,3,8,39,21.120,1.500,0.440,"Win64",0
05:00:00,3,9,40,21.150,1.600,0.320,"Win64",1
05:00:00,4,0,41,20.420,1.700,0.120,"Win32",1
05:00:00,4,1,42,20.210,1.500,0.340,"Solaris",1
05:00:00,4,2,43,20.240,1.600,0.540,"AIX",0
05:00:00,4,3,44,20.270,1.600,0.340,"AIX",1
05:00:00,4,4,45,20.300,1.800,0.560,"Solaris",0
05:00:00,4,5,46,20.330,1.900,0.760,"RedHat",1
05:00:00,4,6,47,20.360,1.800,0.450,"AIX",0
05:00:00,4,7,48,20.390,1.600,0.340,"Solaris",0
05:00:00,4,8,49,20.420,1.800,0.530,"AIX",1
05:00:00,4,9,50,20.450,1.600,0.450,"Solaris",1
05:00:00,5,0,51,20.480,1.800,0.320,"Win64",0
05:00:00,5,1,52,20.510,1.500,0.560,"Win64",0
05:00:00,5,2,53,20.540,1.600,0.430,"Win32",1
05:00:00,5,3,54,20.570,1.700,0.560,"Solaris",1
05:00:00,5,4,55,20.600,1.500,0.780,"AIX",0
05:00:00,5,5,56,20.630,1.600,0.650,"AIX",0
05:00:00,5,6,57,20.660,1.600,0.450,"Solaris",0
05:00:00,5,7,58,20.690,1.800,0.320,"RedHat",1
05:00:00,5,8,59,20.720,1.900,0.450,"AIX",1
05:00:00,5,9,60,20.750,1.800,0.430,"Solaris",1
05:00:00,6,0,61,20.780,1.600,0.230,"AIX",0
05:00:00,6,1,62,20.810,1.800,0.540,"Solaris",1
05:00:00,6,2,63,20.840,1.500,0.440,"Win64",0
05:00:00,6,3,64,20.870,1.600,0.320,"Win64",1
05:00:00,6,4,65,20.900,1.700,0.120,"Win32",0
05:00:00,6,5,66,20.930,1.500,0.340,"Solaris",0
05:00:00,6,6,67,20.100,1.600,0.540,"AIX",1
05:00:00,6,7,68,20.140,1.600,0.340,"AIX",1
05:00:00,6,8,69,20.180,1.800,0.560,"Solaris",0
05:00:00,6,9,70,20.220,1.900,0.760,"RedHat",0
05:00:00,7,0,71,20.260,1.800,0.450,"AIX",1
05:00:00,7,1,72,20.300,1.600,0.340,"Solaris",1
05:00:00,7,2,73,20.340,1.800,0.530,"AIX",0
05:00:00,7,3,74,20.380,1.600,0.450,"Solaris",0
05:00:00,7,4,75,20.420,1.800,0.320,"Win64",0
05:00:00,7,5,76,20.460,1.500,0.560,"Win64",1
05:00:00,7,6,77,20.500,1.600,0.430,"Win32",1
05:00:00,7,7,78,20.540,1.700,0.560,"Solaris",1
05:00:00,7,8,79,20.580,1.500,0.780,"AIX",0
05:00:00,7,9,80,20.620,1.600,0.650,"AIX",1
05:00:00,8,0,81,20.660,1.600,0.450,"Solaris",0
05:00:00,8,1,82,20.430,1.800,0.320,"RedHat",1
05:00:00,8,2,83,20.340,1.900,0.450,"AIX",0
05:00:00,8,3,84,20.250,1.800,0.430,"Solaris",0
05:00:00,8,4,85,20.160,1.600,0.230,"Solaris",1
05:00:00,8,5,86,20.070,1.800,0.540,"RedHat",1
05:00:00,8,6,87,19.980,1.600,0.440,"AIX",0
05:00:00,8,7,88,19.890,1.700,0.320,"Solaris",0
05:00:00,8,8,89,20.340,1.500,0.120,"Solaris",1
05:00:00,8,9,90,20.350,1.600,0.340,"RedHat",1
05:00:00,9,0,91,20.360,1.600,0.540,"AIX",0
05:00:00,9,1,92,20.370,1.800,0.340,"Solaris",0
05:00:00,9,2,93,20.380,1.900,0.560,"Solaris",0
05:00:00,9,3,94,20.390,1.800,0.760,"RedHat",1
05:00:00,9,4,95,20.400,1.600,0.450,"AIX",1
05:00:00,9,5,96,20.410,1.800,0.340,"Solaris",1
05:00:00,9,6,97,20.420,1.900,0.530,"RedHat",0
05:00:00,9,7,98,20.430,1.800,0.340,"AIX",1
05:00:00,9,8,99,20.440,1.600,0.530,"Solaris",0
05:00:00,9,9,100,20.450,1.800,0.530,"Solaris",1
