顧客番号,性別,年齢,プラン区分,通信区分,入会チャネル,インターネット,発話時間,総通話時間,メール,通信量変化,入会後年数,パケット,解約フラグ
3985457,"男性",37,"プランB","タイプ01","AA","ない",329,375,37,"down",10,11,0
3986565,"女性",51,"プランA","タイプ01","AA","ない",287,691,31,"down",7,8,0
3990737,"女性",20,"プランA","タイプ01","AA","ない",194,466,5,"stable",7,0,0
4018022,"男性",59,"プランB","タイプ01","AA","ない",234,562,5,"down",3,14,0
4027406,"男性",36,"プランB","タイプ01","AA","ない",0,633,3,"down",8,3,0
4033838,"男性",44,"プランB","タイプ01","AA","ある",271,651,44,"down",3,6,0
4042060,"女性",23,"プランA","タイプ01","AA","ない",86,208,3,"up",7,3,0
4046070,"男性",45,"プランB","タイプ01","AA","ない",328,789,2,"down",1,7,0
4050327,"男性",25,"プランB","タイプ01","BB","ない",193,465,0,"stable",4,5,1
4051817,"男性",25,"プランB","タイプ01","BB","ない",967,421,0,"stable",11,7,1
4055869,"男性",21,"プランC","タイプ02","AA","ない",1409,378,2,"stable",5,1,0
4056212,"女性",32,"プランA","タイプ01","AA","ない",170,409,5,"stable",7,3,0
4062383,"男性",46,"プランC","タイプ02","AA","ある",213,513,26,"stable",5,6,0
4063095,"男性",31,"プランB","タイプ01","AA","ない",168,405,4,"stable",10,1,0
4080909,"男性",27,"プランB","タイプ01","BB","ある",0,396,0,"stable",5,3,1
4083316,"女性",44,"プランA","タイプ01","AA","ある",160,586,4,"down",3,9,0
4099231,"男性",27,"プランC","タイプ02","BB","ない",175,422,0,"stable",9,9,1
4099390,"女性",44,"プランA","タイプ01","AA","ある",160,586,4,"down",3,9,0
4120246,"女性",34,"プランA","タイプ01","AA","ない",205,492,1,"stable",16,4,0
4121872,"男性",26,"プランC","タイプ02","AA","ない",187,450,6,"stable",7,5,0
4126904,"男性",43,"プランB","タイプ01","AA","ある",776,518,2,"stable",3,6,0
4133383,"男性",36,"プランC","タイプ02","AA","ない",155,374,2,"stable",6,7,0
4148768,"女性",23,"プランA","タイプ01","AA","ない",0,550,7,"stable",6,4,0
4150899,"男性",36,"プランB","タイプ01","AA","ない",187,451,4,"stable",11,4,0
4176131,"男性",53,"プランB","タイプ01","AA","ある",285,684,5,"down",2,10,0
4176826,"男性",44,"プランB","タイプ01","AA","ない",165,396,2,"down",0,13,0
4178646,"男性",27,"プランB","タイプ01","AA","ある",203,488,27,"down",8,4,0
4182366,"男性",28,"プランB","タイプ01","AA","ない",122,294,4,"stable",3,2,0
4188628,"男性",41,"プランB","タイプ01","AA","ない",194,467,1,"stable",4,5,0
4195860,"男性",18,"プランC","タイプ02","AA","ない",217,523,4,"stable",6,2,0
4196418,"男性",21,"プランC","タイプ02","AA","ない",112,269,3,"up",12,0,1
4200992,"男性",59,"プランB","タイプ01","BB","ない",365,877,6,"instable",7,6,0
4202480,"男性",20,"プランC","タイプ02","AA","ない",186,447,5,"stable",5,0,0
4230500,"男性",37,"プランB","タイプ01","AA","ない",143,344,6,"stable",15,3,0
4232724,"男性",41,"プランB","タイプ01","AA","ない",179,430,4,"stable",3,11,0
4235037,"男性",28,"プランB","タイプ01","AA","ある",184,443,4,"stable",3,9,0
4236322,"男性",32,"プランB","タイプ01","AA","ある",194,467,32,"stable",7,5,0
4237957,"男性",22,"プランC","タイプ02","AA","ない",1227,365,5,"stable",15,1,0
4241926,"男性",36,"プランB","タイプ01","BB","ない",170,408,0,"stable",6,3,1
4260806,"男性",24,"プランB","タイプ01","AA","ない",219,527,8,"stable",2,3,0
4273006,"男性",20,"プランC","タイプ02","AA","ない",0,327,3,"stable",6,0,0
4283436,"男性",53,"プランB","タイプ01","AA","ある",285,684,5,"down",2,10,0
4287099,"男性",23,"プランB","タイプ01","BB","ない",0,403,0,"stable",10,4,1
4291953,"男性",50,"プランB","タイプ01","AA","ない",148,524,30,"stable",5,9,0
4300877,"男性",29,"プランB","タイプ01","AA","ない",140,336,29,"stable",10,7,0
4302048,"男性",25,"プランC","タイプ02","AA","ある",524,199,22,"up",0,4,1
4311542,"男性",20,"プランC","タイプ02","AA","ない",851,222,1,"up",4,0,1
4314080,"男性",26,"プランB","タイプ01","AA","ない",163,393,3,"stable",5,0,0
4333909,"女性",19,"プランA","タイプ01","AA","ある",166,399,5,"stable",12,0,0
4339461,"男性",42,"プランB","タイプ01","AA","ある",186,447,6,"stable",7,4,0
4348650,"男性",26,"プランB","タイプ01","AA","ある",111,268,26,"up",4,0,0
4357046,"男性",27,"プランB","タイプ01","AA","ある",431,400,5,"stable",3,6,0
4370832,"男性",29,"プランB","タイプ01","AA","ない",228,549,6,"down",6,11,0
4373130,"男性",24,"プランB","タイプ01","AA","ない",108,261,1,"up",3,1,0
4379806,"男性",36,"プランB","タイプ01","BB","ある",155,373,0,"stable",5,6,1
4390330,"女性",28,"プランA","タイプ01","AA","ない",68,164,25,"up",6,4,1
4390797,"男性",40,"プランC","タイプ02","AA","ない",1346,471,1,"stable",13,16,0
4399326,"男性",32,"プランB","タイプ01","AA","ある",285,481,3,"stable",4,6,0
4408621,"男性",58,"プランB","タイプ01","AA","ある",369,887,5,"instable",7,9,0
4420422,"男性",25,"プランB","タイプ01","AA","ない",159,383,2,"stable",2,4,0
4425921,"女性",22,"プランA","タイプ01","AA","ない",701,483,3,"stable",10,2,0
4443798,"男性",45,"プランB","タイプ01","AA","ある",595,505,6,"stable",17,5,0
4445330,"男性",24,"プランC","タイプ02","AA","ない",240,576,24,"down",2,2,0
4448413,"男性",27,"プランC","タイプ02","AA","ない",82,198,1,"up",9,8,1
4453385,"男性",27,"プランB","タイプ01","AA","ない",1044,435,3,"stable",2,0,0
4454268,"男性",38,"プランB","タイプ01","BB","ない",150,362,2,"stable",2,5,0
4464148,"男性",46,"プランB","タイプ01","AA","ない",0,599,3,"down",1,16,0
4478525,"男性",36,"プランC","タイプ02","AA","ない",155,374,2,"stable",6,7,0
4480696,"女性",28,"プランA","タイプ01","AA","ない",282,679,7,"down",11,4,0
4480808,"男性",34,"プランB","タイプ01","AA","ない",165,397,3,"stable",4,11,0
4483050,"男性",39,"プランB","タイプ01","AA","ない",1205,437,2,"stable",17,5,0
4490808,"男性",45,"プランB","タイプ01","AA","ない",290,697,2,"down",6,5,0
4499810,"男性",34,"プランB","タイプ01","AA","ない",188,453,2,"stable",7,11,0
4508447,"女性",37,"プランA","タイプ01","AA","ある",0,618,5,"stable",3,6,0
4533439,"男性",35,"プランB","タイプ01","AA","ない",0,402,35,"stable",12,8,0
4552557,"男性",42,"プランB","タイプ01","AA","ある",277,665,3,"stable",5,5,0
4553250,"男性",43,"プランC","タイプ02","BB","ある",162,444,43,"stable",4,10,0
4561909,"女性",25,"プランA","タイプ01","AA","ある",0,413,25,"stable",3,1,0
4565265,"男性",47,"プランB","タイプ01","AA","ない",168,405,3,"stable",12,9,0
4566167,"男性",21,"プランC","タイプ02","AA","ない",173,417,7,"stable",15,1,0
4570416,"男性",55,"プランB","タイプ01","AA","ない",0,749,1,"down",0,8,0
4571774,"女性",18,"プランA","タイプ01","AA","ない",118,284,2,"up",1,0,0
4580502,"男性",45,"プランB","タイプ01","AA","ある",0,697,3,"down",0,13,0
4589966,"男性",45,"プランB","タイプ01","AA","ある",0,697,3,"down",0,13,0
4595570,"男性",32,"プランB","タイプ01","AA","ある",179,473,4,"stable",4,5,0
4610704,"女性",32,"プランA","タイプ01","AA","ない",170,409,5,"stable",7,3,0
4610877,"男性",35,"プランB","タイプ01","AA","ない",614,455,1,"down",2,8,0
4622113,"男性",28,"プランB","タイプ01","AA","ある",184,443,4,"stable",3,9,0
4625639,"男性",23,"プランB","タイプ01","AA","ない",168,404,23,"stable",10,0,0
4630062,"男性",28,"プランB","タイプ01","AA","ない",147,353,2,"stable",5,5,0
4630235,"男性",20,"プランC","タイプ02","AA","ある",176,424,20,"stable",3,1,0
4630970,"男性",32,"プランB","タイプ01","AA","ある",170,410,32,"stable",8,7,0
4637413,"男性",20,"プランC","タイプ02","AA","ない",176,423,5,"instable",19,0,0
4643249,"男性",20,"プランC","タイプ02","AA","ない",141,340,3,"stable",4,0,0
4648890,"男性",21,"プランC","タイプ02","AA","ない",173,417,7,"stable",15,1,0
4651015,"男性",55,"プランB","タイプ01","AA","ない",995,923,3,"instable",1,7,0
4664887,"男性",38,"プランC","タイプ02","AA","ない",0,650,38,"down",5,6,0
4696764,"男性",36,"プランB","タイプ01","AA","ない",275,660,7,"down",12,11,0
4697927,"男性",42,"プランB","タイプ01","AA","ない",268,644,1,"down",6,5,0
4701858,"男性",42,"プランB","タイプ01","AA","ある",186,447,6,"stable",7,4,0
4704509,"男性",28,"プランB","タイプ01","AA","ない",122,294,4,"stable",3,2,0
4713307,"女性",28,"プランA","タイプ01","AA","ない",282,679,7,"down",11,4,0
4714617,"男性",33,"プランB","タイプ01","AA","ない",178,429,3,"stable",10,6,0
4717251,"男性",23,"プランB","タイプ01","AA","ない",684,180,3,"up",12,1,1
4718019,"男性",59,"プランB","タイプ01","AA","ない",234,562,5,"down",3,14,0
4719268,"女性",20,"プランA","タイプ01","AA","ない",194,466,5,"stable",7,0,0
4721189,"男性",36,"プランB","タイプ01","AA","ない",0,633,3,"down",8,3,0
4723003,"男性",46,"プランB","タイプ01","AA","ない",181,436,2,"stable",4,4,0
4729838,"女性",29,"プランA","タイプ01","AA","ある",142,343,29,"stable",6,4,0
4736162,"男性",24,"プランB","タイプ01","AA","ある",0,442,5,"stable",5,2,0
4738104,"男性",24,"プランB","タイプ01","AA","ない",450,337,2,"up",14,0,0
4747023,"男性",29,"プランB","タイプ01","AA","ない",493,388,29,"stable",8,3,0
4747569,"女性",49,"プランA","タイプ01","AA","ない",0,651,4,"stable",12,10,0
4752611,"女性",38,"プランA","タイプ01","AA","ある",270,650,38,"down",7,6,0
4759978,"男性",55,"プランB","タイプ01","AA","ない",0,749,1,"down",0,8,0
4777731,"男性",26,"プランB","タイプ01","AA","ある",111,268,26,"up",4,0,0
4788180,"男性",37,"プランB","タイプ01","AA","ない",329,375,37,"down",10,11,0
4788566,"男性",21,"プランC","タイプ02","AA","ない",703,421,4,"down",1,0,0
4792973,"男性",41,"プランB","タイプ01","AA","ある",336,807,41,"instable",10,10,0
4805953,"男性",32,"プランB","タイプ01","BB","ない",167,401,0,"stable",6,12,1
4806383,"男性",50,"プランB","タイプ01","AA","ない",189,454,5,"down",6,10,0
4808447,"男性",63,"プランB","タイプ01","AA","ある",320,769,3,"down",10,17,0
4810468,"男性",30,"プランB","タイプ01","BB","ない",152,365,2,"stable",4,6,0
4810663,"女性",18,"プランA","タイプ01","AA","ある",0,409,6,"stable",11,0,0
4813138,"女性",19,"プランA","タイプ01","AA","ない",494,264,2,"up",6,0,0
4813553,"男性",34,"プランB","タイプ01","AA","ない",165,397,3,"stable",4,11,0
4826929,"男性",26,"プランB","タイプ01","AA","ない",0,360,3,"stable",10,7,0
4832026,"男性",28,"プランB","タイプ01","AA","ある",0,498,28,"stable",10,4,0
4839478,"男性",39,"プランB","タイプ01","AA","ない",153,368,2,"stable",7,9,0
4842573,"男性",25,"プランB","タイプ01","BB","ない",193,465,0,"stable",4,5,1
4842711,"男性",44,"プランB","タイプ01","AA","ない",274,658,5,"down",2,5,0
4843576,"男性",36,"プランB","タイプ01","AA","ない",275,660,7,"down",12,11,0
4843849,"男性",21,"プランC","タイプ02","AA","ない",703,421,4,"down",1,0,0
4850046,"男性",36,"プランB","タイプ01","AA","ある",165,397,7,"stable",7,4,0
4850763,"男性",29,"プランB","タイプ01","AA","ない",493,388,29,"stable",8,3,0
4854207,"男性",26,"プランB","タイプ01","AA","ない",0,360,3,"stable",10,7,0
4865174,"男性",19,"プランC","タイプ02","BB","ない",70,169,2,"up",6,1,1
4876777,"女性",20,"プランA","タイプ01","AA","ない",192,461,3,"stable",5,1,0
4877526,"男性",27,"プランB","タイプ01","AA","ない",178,429,1,"stable",9,6,0
4878201,"男性",20,"プランC","タイプ02","AA","ある",102,245,3,"up",8,2,0
4878586,"女性",20,"プランA","タイプ01","AA","ない",0,411,3,"stable",0,2,0
4884772,"女性",34,"プランA","タイプ01","AA","ある",182,437,3,"stable",1,5,0
4902002,"男性",24,"プランB","タイプ01","AA","ない",0,355,4,"stable",8,4,0
4909979,"男性",31,"プランB","タイプ01","AA","ない",171,412,2,"stable",1,7,0
4922778,"男性",20,"プランC","タイプ02","AA","ない",0,393,5,"stable",2,0,0
4928030,"男性",31,"プランB","タイプ01","AA","ある",167,402,31,"stable",10,6,0
4928054,"男性",24,"プランB","タイプ01","AA","ない",219,527,8,"stable",2,3,0
4944576,"男性",33,"プランB","タイプ01","AA","ない",1121,405,3,"stable",7,4,0
4956080,"男性",33,"プランB","タイプ01","AA","ない",178,429,3,"stable",10,6,0
4968296,"男性",23,"プランB","タイプ01","AA","ない",0,358,2,"stable",11,3,0
4970690,"男性",34,"プランB","タイプ01","AA","ある",197,474,34,"stable",15,10,0
4976183,"男性",22,"プランB","タイプ01","AA","ある",166,399,6,"stable",12,0,0
4982129,"女性",32,"プランA","タイプ01","AA","ない",130,313,32,"stable",2,6,0
4984212,"男性",20,"プランC","タイプ02","AA","ある",596,414,5,"stable",13,1,0
4984571,"男性",42,"プランC","タイプ02","AA","ある",0,409,3,"stable",8,4,1
4988010,"男性",23,"プランB","タイプ01","AA","ない",1564,425,1,"down",4,4,0
4989676,"女性",19,"プランA","タイプ01","AA","ある",166,399,5,"stable",12,0,0
4991983,"男性",68,"プランB","タイプ01","AA","ある",328,789,4,"down",10,11,0
5000522,"男性",44,"プランB","タイプ01","BB","ない",347,834,2,"instable",8,10,0
5001633,"男性",19,"プランC","タイプ02","BB","ない",70,169,2,"up",6,1,1
5003173,"男性",42,"プランB","タイプ01","BB","ない",212,510,0,"stable",1,5,1
5004923,"男性",23,"プランB","タイプ01","AA","ない",684,180,3,"up",12,1,1
5010960,"男性",32,"プランB","タイプ01","AA","ない",208,500,2,"stable",0,5,0
5020301,"男性",18,"プランB","タイプ01","AA","ない",149,358,3,"stable",2,2,0
5022584,"男性",30,"プランB","タイプ01","BB","ない",95,230,3,"up",10,5,1
5034650,"男性",35,"プランB","タイプ01","AA","ない",614,455,1,"down",2,8,0
5035719,"女性",25,"プランA","タイプ01","AA","ない",0,425,3,"stable",10,6,0
5047980,"男性",21,"プランC","タイプ02","AA","ない",703,421,4,"down",1,0,0
5063002,"女性",28,"プランA","タイプ01","AA","ない",595,254,3,"up",2,7,0
5079252,"男性",43,"プランB","タイプ01","AA","ある",776,518,2,"stable",3,6,0
5087680,"女性",19,"プランA","タイプ01","AA","ない",0,380,6,"stable",5,1,0
5091093,"男性",28,"プランB","タイプ01","AA","ある",0,498,28,"stable",10,4,0
5100167,"男性",21,"プランC","タイプ02","AA","ない",162,390,4,"stable",10,0,0
5104377,"男性",59,"プランB","タイプ01","AA","ない",234,562,5,"down",3,14,0
5110058,"男性",18,"プランC","タイプ02","AA","ない",210,506,2,"down",6,2,0
5113701,"女性",20,"プランA","タイプ01","AA","ない",192,461,3,"stable",5,1,0
5119129,"男性",27,"プランB","タイプ01","AA","ある",145,349,3,"stable",2,4,0
5121950,"女性",19,"プランA","タイプ01","AA","ない",89,215,3,"up",12,0,1
5122832,"女性",18,"プランA","タイプ01","AA","ある",0,409,6,"stable",11,0,0
5124945,"男性",24,"プランB","タイプ01","AA","ない",72,174,2,"up",6,2,1
5127005,"男性",19,"プランC","タイプ02","BB","ない",0,166,1,"up",7,0,1
5132969,"男性",21,"プランC","タイプ02","AA","ある",418,528,3,"down",8,2,0
5133121,"女性",38,"プランA","タイプ01","AA","ない",179,430,4,"up",4,5,0
5157061,"男性",26,"プランB","タイプ01","AA","ある",260,626,5,"down",7,0,0
5159555,"男性",27,"プランB","タイプ01","AA","ある",431,400,5,"stable",3,6,0
5163811,"男性",19,"プランC","タイプ02","BB","ない",70,169,2,"up",6,1,1
5172505,"男性",28,"プランC","タイプ02","AA","ある",0,211,25,"up",3,2,1
5173328,"男性",29,"プランB","タイプ01","AA","ない",228,549,6,"down",6,11,0
5177670,"男性",18,"プランC","タイプ02","AA","ない",367,161,1,"up",11,2,1
5186294,"男性",28,"プランB","タイプ01","AA","ない",271,302,1,"up",2,3,0
5188421,"女性",28,"プランA","タイプ01","AA","ない",68,164,25,"up",6,4,1
5192532,"男性",38,"プランB","タイプ01","BB","ない",150,362,2,"stable",2,5,0
5206045,"女性",23,"プランA","タイプ01","AA","ない",70,147,1,"up",7,4,1
5223693,"男性",22,"プランB","タイプ01","AA","ある",134,323,8,"stable",9,3,0
5224134,"女性",37,"プランA","タイプ01","AA","ある",0,618,5,"stable",3,6,0
5225949,"男性",35,"プランB","タイプ01","AA","ある",202,485,7,"stable",10,10,0
5227324,"男性",24,"プランC","タイプ02","AA","ない",112,269,2,"up",3,0,0
5232200,"男性",65,"プランB","タイプ01","AA","ない",380,912,1,"instable",1,11,0
5248305,"男性",24,"プランB","タイプ01","AA","ない",114,274,3,"up",5,0,0
5249031,"女性",18,"プランA","タイプ01","AA","ない",118,284,2,"up",1,0,0
5250390,"男性",36,"プランB","タイプ01","AA","ない",610,397,3,"stable",6,14,0
5251010,"男性",19,"プランC","タイプ02","BB","ない",0,375,0,"stable",14,0,1
5253339,"男性",42,"プランB","タイプ01","AA","ない",1341,427,6,"stable",1,12,0
5267468,"男性",35,"プランB","タイプ01","AA","ない",0,402,35,"stable",12,8,0
5287215,"女性",31,"プランA","タイプ01","AA","ない",173,417,3,"stable",4,7,0
5298531,"男性",22,"プランC","タイプ02","AA","ない",102,451,3,"stable",5,3,0
5315563,"男性",24,"プランB","タイプ01","AA","ない",0,355,4,"stable",8,4,0
5315580,"男性",27,"プランB","タイプ01","AA","ない",247,593,2,"down",5,5,0
5326028,"男性",44,"プランB","タイプ01","AA","ある",271,651,44,"down",3,6,0
5327601,"男性",31,"プランB","タイプ01","AA","ある",167,402,31,"stable",10,6,0
5331605,"男性",26,"プランB","タイプ01","AA","ある",111,268,26,"up",4,0,0
5335124,"男性",21,"プランC","タイプ02","AA","ない",146,352,1,"down",7,2,0
5335522,"女性",27,"プランA","タイプ01","AA","ない",835,569,1,"stable",6,8,0
5344884,"女性",32,"プランA","タイプ01","AA","ない",0,274,1,"up",11,13,0
5346865,"男性",29,"プランB","タイプ01","AA","ない",0,377,7,"stable",1,4,0
5353917,"男性",26,"プランC","タイプ02","AA","ある",295,321,26,"stable",7,4,0
5360356,"男性",28,"プランB","タイプ01","AA","ない",271,302,1,"up",2,3,0
5371705,"男性",29,"プランB","タイプ01","AA","ない",122,295,1,"stable",4,3,0
5373350,"男性",45,"プランB","タイプ01","AA","ない",328,789,2,"down",1,7,0
5377218,"男性",44,"プランC","タイプ02","AA","ない",279,670,2,"down",2,7,0
5415960,"男性",38,"プランC","タイプ02","AA","ない",263,633,2,"down",3,4,0
5416966,"男性",50,"プランB","タイプ01","BB","ある",356,491,0,"stable",8,9,1
5421000,"男性",30,"プランC","タイプ02","AA","ない",163,392,1,"stable",6,7,0
5428273,"男性",33,"プランB","タイプ01","BB","ない",205,494,0,"stable",13,1,1
5441254,"男性",35,"プランB","タイプ01","AA","ない",190,456,2,"stable",3,3,0
5444601,"男性",43,"プランB","タイプ01","AA","ない",178,429,6,"stable",12,9,1
5444976,"男性",48,"プランB","タイプ01","AA","ない",1120,888,3,"instable",5,12,0
5445469,"女性",22,"プランA","タイプ01","AA","ない",701,483,3,"stable",10,2,0
5449952,"女性",28,"プランA","タイプ01","AA","ない",176,424,2,"stable",24,2,0
5451315,"男性",34,"プランB","タイプ01","AA","ない",246,591,1,"down",4,6,0
5466466,"男性",31,"プランB","タイプ01","AA","ない",177,425,5,"stable",1,9,0
5467281,"女性",32,"プランA","タイプ01","AA","ない",170,409,5,"stable",7,3,0
5485867,"男性",21,"プランC","タイプ02","AA","ある",418,528,3,"down",8,2,0
5491795,"男性",20,"プランC","タイプ02","AA","ある",596,414,5,"stable",13,1,0
5505886,"男性",30,"プランB","タイプ01","AA","ある",0,392,30,"stable",4,9,0
5511872,"男性",26,"プランC","タイプ02","AA","ない",187,450,6,"stable",7,5,0
5514047,"男性",28,"プランB","タイプ01","AA","ない",122,294,4,"stable",3,2,0
5516930,"男性",20,"プランC","タイプ02","AA","ない",186,447,5,"stable",5,0,0
5525391,"男性",47,"プランB","タイプ01","AA","ない",197,473,27,"down",5,5,0
5525825,"男性",27,"プランB","タイプ01","AA","ない",1044,435,3,"stable",2,0,0
5530619,"男性",41,"プランB","タイプ01","AA","ない",1118,454,1,"stable",7,5,0
5539245,"男性",19,"プランC","タイプ02","BB","ない",0,375,0,"stable",14,0,1
5540551,"男性",27,"プランB","タイプ01","AA","ある",0,399,27,"stable",3,7,0
5540879,"男性",24,"プランB","タイプ01","AA","ない",450,337,2,"up",14,0,0
5541734,"男性",41,"プランB","タイプ01","AA","ない",210,506,4,"down",0,11,0
5555204,"女性",49,"プランA","タイプ01","AA","ない",0,651,4,"stable",12,10,0
5556082,"男性",35,"プランB","タイプ01","AA","ない",155,372,35,"stable",2,3,0
5565569,"男性",30,"プランB","タイプ01","AA","ある",0,392,30,"stable",4,9,0
5570066,"男性",28,"プランB","タイプ01","AA","ない",142,343,3,"stable",2,5,0
5578813,"男性",33,"プランB","タイプ01","AA","ない",1121,405,3,"stable",7,4,0
5583465,"男性",27,"プランB","タイプ01","BB","ある",0,396,0,"stable",5,3,1
5591211,"男性",44,"プランB","タイプ01","BB","ない",347,834,2,"instable",8,10,0
5593445,"男性",49,"プランB","タイプ01","AA","ない",1084,469,1,"stable",6,4,0
5594649,"男性",46,"プランB","タイプ01","AA","ない",181,436,2,"stable",4,4,0
5595322,"男性",24,"プランB","タイプ01","AA","ない",114,274,3,"up",5,0,0
5598892,"男性",30,"プランB","タイプ01","BB","ない",95,230,3,"up",10,5,1
5602755,"男性",24,"プランB","タイプ01","AA","ない",130,312,24,"stable",1,4,0
5605767,"男性",39,"プランB","タイプ01","AA","ない",485,481,1,"stable",11,4,0
5607417,"男性",44,"プランB","タイプ01","AA","ない",165,396,2,"down",0,13,0
5607807,"男性",26,"プランB","タイプ01","AA","ない",163,393,3,"stable",5,0,0
5609484,"男性",36,"プランB","タイプ01","BB","ある",0,472,0,"stable",10,4,1
5615222,"男性",31,"プランB","タイプ01","AA","ない",53,466,5,"stable",18,6,0
5616038,"男性",42,"プランB","タイプ01","AA","ない",826,617,2,"down",4,5,0
5617487,"男性",23,"プランB","タイプ01","AA","ない",308,329,8,"stable",0,3,0
5619230,"男性",26,"プランC","タイプ02","AA","ない",187,450,6,"stable",7,5,0
5630760,"男性",33,"プランB","タイプ01","AA","ある",227,546,6,"stable",9,4,0
5635677,"女性",27,"プランA","タイプ01","AA","ない",925,442,2,"stable",3,7,0
5638571,"男性",35,"プランB","タイプ01","AA","ある",371,568,7,"down",10,7,0
5648983,"男性",30,"プランB","タイプ01","AA","ある",0,392,30,"stable",4,9,0
5658748,"男性",55,"プランB","タイプ01","AA","ない",0,749,1,"down",0,8,0
5663200,"男性",22,"プランC","タイプ02","AA","ない",1227,365,5,"stable",15,1,0
5682490,"男性",42,"プランB","タイプ01","AA","ある",0,515,5,"stable",16,13,0
5683068,"男性",22,"プランC","タイプ02","AA","ない",98,237,2,"up",1,2,0
5686888,"男性",46,"プランB","タイプ01","AA","ない",0,599,3,"down",1,16,0
5694812,"男性",23,"プランB","タイプ01","AA","ない",1564,425,1,"down",4,4,0
5695009,"男性",21,"プランC","タイプ02","AA","ない",146,352,1,"down",7,2,0
5696696,"男性",27,"プランB","タイプ01","AA","ある",203,488,27,"down",8,4,0
5699796,"男性",18,"プランB","タイプ01","AA","ない",543,222,3,"up",11,2,0
5703318,"男性",24,"プランC","タイプ02","AA","ない",112,269,2,"up",3,0,0
5710219,"男性",29,"プランC","タイプ02","AA","ない",184,443,4,"stable",12,3,0
5714420,"男性",32,"プランB","タイプ01","AA","ある",285,481,3,"stable",4,6,0
5733915,"男性",45,"プランB","タイプ01","AA","ある",595,505,6,"stable",17,5,0
5734040,"女性",34,"プランA","タイプ01","AA","ある",182,437,3,"stable",1,5,0
5734716,"女性",32,"プランA","タイプ01","AA","ない",0,274,1,"up",11,13,0
5735744,"男性",43,"プランB","タイプ01","BB","ない",0,643,7,"stable",1,13,0
5742692,"男性",32,"プランB","タイプ01","AA","ない",208,500,2,"stable",0,5,0
5749171,"女性",29,"プランA","タイプ01","AA","ない",170,408,1,"up",1,2,0
5763834,"女性",31,"プランA","タイプ01","AA","ない",173,417,3,"stable",4,7,0
5765407,"男性",18,"プランB","タイプ01","AA","ない",149,358,3,"stable",2,2,0
5773160,"男性",42,"プランB","タイプ01","AA","ない",1440,587,1,"down",4,17,0
5777871,"女性",38,"プランA","タイプ01","AA","ある",270,650,38,"down",7,6,0
5788108,"男性",34,"プランB","タイプ01","BB","ない",0,660,0,"stable",7,9,1
5793973,"女性",19,"プランA","タイプ01","AA","ない",0,380,6,"stable",5,1,0
5799457,"女性",27,"プランA","タイプ01","AA","ある",119,287,3,"up",8,5,0
5803075,"男性",18,"プランC","タイプ02","AA","ない",210,506,2,"down",6,2,0
5806590,"男性",37,"プランB","タイプ01","AA","ある",566,441,1,"down",3,8,0
5807042,"男性",46,"プランC","タイプ02","AA","ある",213,513,26,"stable",5,6,0
5807556,"男性",51,"プランB","タイプ01","AA","ない",240,578,2,"stable",14,13,0
5827888,"男性",51,"プランB","タイプ01","AA","ない",240,578,2,"stable",14,13,0
5832301,"男性",27,"プランC","タイプ02","AA","ない",79,191,2,"up",6,3,1
