顧客番号,性別,年齢,プラン区分,通信区分,入会チャネル,インターネット,発話時間,総通話時間,メール,通信量変化,入会後年数,パケット,解約フラグ
5840302,"女性",18,"プランA","タイプ01","AA","ある",0,409,6,"stable",11,0,0
5843242,"男性",33,"プランB","タイプ01","BB","ある",176,423,0,"stable",7,8,1
5849711,"男性",21,"プランC","タイプ02","AA","ある",348,338,6,"stable",4,0,0
5851787,"男性",28,"プランB","タイプ01","AA","ない",598,234,2,"up",5,3,0
5854040,"男性",37,"プランB","タイプ01","AA","ある",262,679,8,"down",22,7,0
5856894,"男性",40,"プランC","タイプ02","AA","ない",1346,471,1,"stable",13,16,0
5870034,"女性",27,"プランA","タイプ01","AA","ある",119,287,3,"up",8,5,0
5878957,"女性",33,"プランA","タイプ01","AA","ある",0,318,33,"stable",2,4,0
5883918,"女性",30,"プランA","タイプ01","AA","ない",112,271,2,"stable",18,10,0
5896570,"男性",35,"プランB","タイプ01","AA","ない",0,588,1,"down",6,5,0
5897597,"女性",24,"プランA","タイプ01","AA","ある",0,264,24,"up",7,6,0
5905631,"男性",28,"プランC","タイプ02","AA","ある",0,211,25,"up",3,2,1
5909378,"女性",33,"プランA","タイプ01","AA","ある",0,447,4,"stable",3,10,0
5910424,"男性",33,"プランB","タイプ01","BB","ある",176,423,0,"stable",7,8,1
5923598,"男性",30,"プランB","タイプ01","AA","ある",0,392,30,"stable",4,9,0
5927717,"男性",50,"プランB","タイプ01","AA","ない",278,668,2,"down",6,9,0
5934343,"男性",30,"プランC","タイプ02","AA","ない",163,392,1,"stable",6,7,0
5937655,"女性",19,"プランA","タイプ01","AA","ない",299,387,3,"stable",1,1,0
5955326,"男性",21,"プランC","タイプ02","AA","ない",173,417,7,"stable",15,1,0
5955376,"男性",33,"プランB","タイプ01","AA","ない",178,429,3,"stable",10,6,0
5957783,"男性",20,"プランC","タイプ02","AA","ある",596,414,5,"stable",13,1,0
5966091,"男性",19,"プランC","タイプ02","BB","ない",0,166,1,"up",7,0,1
5968769,"女性",24,"プランA","タイプ01","AA","ない",396,386,2,"stable",16,3,1
5968982,"男性",18,"プランC","タイプ02","AA","ない",210,506,2,"down",6,2,0
5969585,"男性",48,"プランB","タイプ01","AA","ない",1120,888,3,"instable",5,12,0
5970109,"男性",46,"プランB","タイプ01","AA","ない",0,599,3,"down",1,16,0
5970422,"男性",45,"プランB","タイプ01","AA","ない",268,644,4,"stable",9,12,0
5987646,"男性",42,"プランB","タイプ01","AA","ある",0,515,5,"stable",16,13,0
5992346,"男性",33,"プランB","タイプ01","AA","ない",0,337,3,"stable",3,11,0
6004326,"男性",24,"プランC","タイプ02","AA","ない",240,576,24,"down",2,2,0
6017327,"男性",50,"プランB","タイプ01","AA","ない",148,524,30,"stable",5,9,0
6021452,"男性",20,"プランB","タイプ01","AA","ある",236,568,9,"stable",7,0,0
6029924,"男性",29,"プランC","タイプ02","AA","ない",121,292,1,"stable",18,5,0
6042324,"男性",30,"プランB","タイプ01","AA","ある",0,392,30,"stable",4,9,0
6051170,"男性",20,"プランC","タイプ02","BB","ない",224,538,0,"stable",24,0,1
6054964,"男性",22,"プランC","タイプ02","AA","ある",0,138,19,"up",7,3,1
6062760,"男性",20,"プランC","タイプ02","AA","ない",141,340,3,"stable",4,0,0
6063484,"男性",24,"プランB","タイプ01","AA","ない",130,312,24,"stable",1,4,0
6073528,"男性",18,"プランB","タイプ01","AA","ある",155,372,3,"stable",1,0,0
6076861,"男性",27,"プランB","タイプ01","AA","ある",145,349,3,"stable",2,4,0
6077693,"男性",35,"プランB","タイプ01","AA","ある",371,568,7,"down",10,7,0
6081244,"男性",33,"プランB","タイプ01","AA","ある",227,546,6,"stable",9,4,0
6082565,"女性",28,"プランA","タイプ01","AA","ない",282,679,7,"down",11,4,0
6089164,"女性",28,"プランA","タイプ01","AA","ない",176,424,2,"stable",24,2,0
6095909,"男性",46,"プランB","タイプ01","AA","ない",0,599,3,"down",1,16,0
6097012,"男性",34,"プランB","タイプ01","BB","ある",366,476,0,"stable",4,7,1
6106059,"男性",29,"プランB","タイプ01","AA","ない",0,377,7,"stable",1,4,0
6114147,"男性",26,"プランB","タイプ01","BB","ある",177,426,0,"stable",6,2,1
6128319,"男性",44,"プランB","タイプ01","AA","ある",0,651,6,"down",3,7,0
6131803,"男性",25,"プランB","タイプ01","BB","ない",967,421,0,"stable",11,7,1
6133565,"男性",30,"プランB","タイプ01","AA","ない",1487,462,3,"stable",12,3,0
6136274,"男性",35,"プランB","タイプ01","AA","ない",184,442,1,"stable",3,4,0
6141347,"女性",21,"プランA","タイプ01","AA","ない",141,339,2,"stable",4,3,0
6142378,"男性",26,"プランC","タイプ02","AA","ない",1335,541,1,"stable",2,6,0
6145104,"男性",34,"プランB","タイプ01","BB","ない",0,660,0,"stable",7,9,1
6150471,"男性",24,"プランB","タイプ01","AA","ない",108,261,1,"up",3,1,0
6155130,"男性",25,"プランC","タイプ02","AA","ない",175,420,1,"stable",9,0,0
6156911,"男性",22,"プランC","タイプ02","AA","ない",98,237,2,"up",1,2,0
6163679,"男性",41,"プランB","タイプ01","AA","ない",1118,454,1,"stable",7,5,0
6167017,"男性",43,"プランB","タイプ01","BB","ない",0,643,7,"stable",1,13,0
6199505,"男性",36,"プランB","タイプ01","BB","ある",155,373,0,"stable",5,6,1
6214983,"男性",41,"プランB","タイプ01","AA","ない",254,610,1,"down",3,7,0
6220870,"女性",40,"プランA","タイプ01","AA","ない",190,458,4,"stable",16,5,0
6229730,"男性",29,"プランB","タイプ01","AA","ない",127,306,2,"stable",4,9,0
6230010,"男性",27,"プランC","タイプ02","AA","ない",681,277,2,"up",3,6,0
6230560,"男性",45,"プランB","タイプ01","AA","ない",242,582,7,"down",2,6,0
6236089,"男性",23,"プランB","タイプ01","AA","ない",142,341,3,"stable",3,2,0
6240912,"男性",20,"プランC","タイプ02","AA","ない",0,327,3,"stable",6,0,0
6241558,"男性",44,"プランB","タイプ01","AA","ない",274,658,5,"down",2,5,0
6245779,"男性",41,"プランB","タイプ01","AA","ある",336,807,41,"instable",10,10,0
6262952,"女性",20,"プランA","タイプ01","AA","ない",192,461,3,"stable",5,1,0
6270777,"男性",43,"プランB","タイプ01","AA","ある",1085,498,7,"stable",13,9,0
6278500,"男性",28,"プランB","タイプ01","AA","ある",0,498,28,"stable",10,4,0
6284106,"男性",35,"プランB","タイプ01","AA","ない",0,588,1,"down",6,5,0
6290233,"男性",26,"プランB","タイプ01","AA","ない",0,360,3,"stable",10,7,0
6290298,"男性",36,"プランB","タイプ01","AA","ない",275,660,7,"down",12,11,0
6294525,"男性",38,"プランB","タイプ01","BB","ない",150,362,2,"stable",2,5,0
6300218,"男性",26,"プランC","タイプ02","AA","ない",198,476,26,"stable",9,6,0
6306217,"男性",21,"プランC","タイプ02","AA","ない",146,352,1,"down",7,2,0
6308093,"男性",24,"プランB","タイプ01","BB","ない",80,194,1,"up",14,2,1
6311636,"女性",30,"プランA","タイプ01","AA","ない",112,271,2,"stable",18,10,0
6316095,"男性",28,"プランC","タイプ02","BB","ある",205,492,0,"stable",10,4,1
6320108,"男性",19,"プランC","タイプ02","BB","ない",76,184,5,"up",4,0,1
6333570,"男性",22,"プランC","タイプ02","AA","ある",0,138,19,"up",7,3,1
6340667,"男性",20,"プランC","タイプ02","BB","ない",110,264,0,"stable",3,1,1
6352155,"男性",42,"プランB","タイプ01","AA","ない",826,617,2,"down",4,5,0
6353506,"男性",25,"プランC","タイプ02","AA","ない",175,420,1,"stable",9,0,0
6354563,"男性",42,"プランB","タイプ01","AA","ある",186,447,6,"stable",7,4,0
6356230,"男性",23,"プランB","タイプ01","AA","ある",162,391,7,"stable",5,5,0
6358701,"男性",27,"プランB","タイプ01","AA","ない",247,593,2,"down",5,5,0
6364807,"男性",29,"プランB","タイプ01","AA","ない",189,454,2,"stable",12,3,0
6365670,"男性",28,"プランC","タイプ02","AA","ある",0,211,25,"up",3,2,1
6385406,"男性",28,"プランB","タイプ01","AA","ない",196,471,3,"stable",2,5,0
6388974,"男性",35,"プランB","タイプ01","AA","ない",155,372,35,"stable",2,3,0
6395333,"男性",35,"プランB","タイプ01","BB","ある",230,553,0,"stable",2,6,1
6399727,"男性",34,"プランB","タイプ01","AA","ない",213,513,4,"stable",10,10,0
6413265,"男性",26,"プランB","タイプ01","AA","ない",130,314,26,"stable",1,7,0
6418570,"男性",28,"プランB","タイプ01","AA","ない",65,158,1,"up",12,5,1
6432161,"男性",42,"プランB","タイプ01","AA","ない",1440,587,1,"down",4,17,0
6439407,"男性",41,"プランB","タイプ01","AA","ない",1118,454,1,"stable",7,5,0
6445844,"男性",45,"プランB","タイプ01","AA","ない",268,644,4,"stable",9,12,0
6448515,"男性",24,"プランB","タイプ01","BB","ない",80,194,1,"up",14,2,1
6450573,"男性",50,"プランB","タイプ01","AA","ない",189,454,5,"down",6,10,0
6470109,"男性",38,"プランC","タイプ02","AA","ない",263,633,2,"down",3,4,0
6475525,"女性",44,"プランA","タイプ01","AA","ある",160,586,4,"down",3,9,0
6485324,"女性",44,"プランA","タイプ01","AA","ある",160,586,4,"down",3,9,0
6500569,"男性",31,"プランB","タイプ01","AA","ない",168,405,4,"stable",10,1,0
6503009,"男性",41,"プランB","タイプ01","AA","ない",1118,454,1,"stable",7,5,0
6523963,"女性",34,"プランA","タイプ01","AA","ない",205,492,1,"stable",16,4,0
6529420,"男性",44,"プランB","タイプ01","AA","ない",1921,523,2,"down",5,5,0
6541532,"男性",44,"プランB","タイプ01","AA","ある",271,651,44,"down",3,6,0
6555055,"女性",24,"プランA","タイプ01","AA","ある",0,264,24,"up",7,6,0
6561569,"男性",32,"プランB","タイプ01","AA","ない",105,254,4,"stable",14,5,0
6570447,"男性",20,"プランC","タイプ02","AA","ない",851,222,1,"up",4,0,1
6575287,"男性",26,"プランB","タイプ01","AA","ない",798,292,2,"stable",2,0,0
6577367,"男性",38,"プランB","タイプ01","AA","ない",1395,464,2,"stable",6,3,0
6587883,"男性",44,"プランB","タイプ01","AA","ない",0,456,3,"down",5,6,0
6597112,"男性",20,"プランC","タイプ02","AA","ある",176,424,20,"stable",3,1,0
6597570,"男性",36,"プランB","タイプ01","AA","ない",187,451,4,"stable",11,4,0
6603261,"男性",36,"プランB","タイプ01","AA","ある",0,490,2,"stable",11,8,0
6611957,"男性",53,"プランB","タイプ01","AA","ない",160,384,3,"stable",13,9,0
6613610,"男性",34,"プランB","タイプ01","BB","ない",0,660,0,"stable",7,9,1
6615644,"男性",32,"プランB","タイプ01","BB","ない",167,401,0,"stable",6,12,1
6616145,"女性",19,"プランA","タイプ01","AA","ない",624,397,4,"stable",4,0,0
6627993,"女性",51,"プランA","タイプ01","AA","ない",287,691,31,"down",7,8,0
6630059,"男性",28,"プランC","タイプ02","AA","ある",0,211,25,"up",3,2,1
6630742,"女性",31,"プランA","タイプ01","AA","ない",173,417,3,"stable",4,7,0
6637438,"男性",28,"プランB","タイプ01","AA","ない",172,413,3,"stable",3,6,0
6647531,"男性",33,"プランB","タイプ01","BB","ない",205,494,0,"stable",13,1,1
6655079,"男性",18,"プランC","タイプ02","AA","ない",0,160,15,"up",7,2,1
6655409,"男性",19,"プランC","タイプ02","AA","ない",1747,235,2,"stable",5,1,0
6655666,"男性",45,"プランB","タイプ01","AA","ない",242,582,7,"down",2,6,0
6675515,"男性",55,"プランB","タイプ01","AA","ない",995,923,3,"instable",1,7,0
6680339,"男性",24,"プランB","タイプ01","AA","ある",0,442,5,"stable",5,2,0
6702364,"男性",23,"プランB","タイプ01","AA","ない",0,358,2,"stable",11,3,0
6707412,"男性",27,"プランC","タイプ02","AA","ない",82,198,1,"up",9,8,1
6730152,"男性",20,"プランC","タイプ02","AA","ない",141,340,3,"stable",4,0,0
6732594,"男性",32,"プランB","タイプ01","AA","ない",277,276,2,"stable",4,5,0
6742176,"男性",26,"プランB","タイプ01","AA","ない",798,292,2,"stable",2,0,0
6747450,"男性",41,"プランB","タイプ01","AA","ない",179,430,4,"stable",3,11,0
6752282,"男性",30,"プランB","タイプ01","AA","ある",177,426,5,"stable",2,8,0
6770103,"男性",20,"プランC","タイプ02","AA","ない",176,423,5,"instable",19,0,0
6774740,"男性",41,"プランB","タイプ01","AA","ない",222,535,7,"down",1,6,0
6781708,"男性",54,"プランB","タイプ01","AA","ない",460,601,34,"down",11,10,0
6786244,"女性",19,"プランA","タイプ01","AA","ない",89,215,3,"up",12,0,1
6804492,"女性",33,"プランA","タイプ01","AA","ある",0,447,4,"stable",3,10,0
6805116,"男性",44,"プランC","タイプ02","AA","ない",279,670,2,"down",2,7,0
6807171,"男性",35,"プランB","タイプ01","AA","ある",0,359,8,"stable",11,9,0
6808049,"男性",23,"プランB","タイプ01","AA","ない",0,358,2,"stable",11,3,0
6812215,"男性",42,"プランB","タイプ01","AA","ない",826,617,2,"down",4,5,0
6819407,"女性",35,"プランA","タイプ01","AA","ある",156,375,35,"stable",4,4,0
6819784,"男性",20,"プランB","タイプ01","AA","ある",236,568,9,"stable",7,0,0
6825001,"男性",32,"プランB","タイプ01","AA","ある",285,481,3,"stable",4,6,0
6825896,"男性",49,"プランB","タイプ01","AA","ない",1084,469,1,"stable",6,4,0
6828748,"女性",19,"プランA","タイプ01","AA","ない",299,387,3,"stable",1,1,0
6836158,"男性",30,"プランB","タイプ01","AA","ない",257,401,1,"stable",9,2,0
6841281,"女性",29,"プランA","タイプ01","AA","ない",170,408,1,"up",1,2,0
6846722,"男性",51,"プランB","タイプ01","AA","ある",280,672,31,"down",5,10,0
6848689,"男性",23,"プランB","タイプ01","AA","ない",684,180,3,"up",12,1,1
6849052,"女性",47,"プランA","タイプ01","AA","ある",446,479,5,"stable",3,8,0
6869008,"男性",38,"プランB","タイプ01","AA","ない",207,498,6,"stable",6,13,0
6870804,"男性",44,"プランB","タイプ01","AA","ない",1921,523,2,"down",5,5,0
6889955,"男性",35,"プランB","タイプ01","AA","ある",228,549,35,"down",6,10,0
6892221,"男性",45,"プランB","タイプ01","AA","ある",595,505,6,"stable",17,5,0
6895672,"男性",46,"プランC","タイプ02","AA","ある",213,513,26,"stable",5,6,0
6905981,"男性",41,"プランB","タイプ01","AA","ない",210,506,4,"down",0,11,0
6907860,"男性",26,"プランB","タイプ01","AA","ない",163,393,3,"stable",5,0,0
6918379,"男性",34,"プランB","タイプ01","AA","ない",189,454,1,"stable",7,7,0
6922881,"男性",36,"プランB","タイプ01","BB","ある",155,373,0,"stable",5,6,1
6926045,"男性",31,"プランB","タイプ01","AA","ない",168,405,4,"stable",10,1,0
6945907,"女性",33,"プランA","タイプ01","AA","ある",0,318,33,"stable",2,4,0
6951035,"男性",41,"プランB","タイプ01","AA","ない",1118,454,1,"stable",7,5,0
6963069,"女性",28,"プランA","タイプ01","AA","ない",68,164,25,"up",6,4,1
6968661,"男性",30,"プランB","タイプ01","AA","ある",177,426,5,"stable",2,8,0
6968785,"男性",34,"プランB","タイプ01","AA","ない",509,211,1,"stable",13,7,1
6973410,"男性",30,"プランB","タイプ01","BB","ない",152,365,2,"stable",4,6,0
6979923,"男性",29,"プランB","タイプ01","AA","ない",228,549,6,"down",6,11,0
6994676,"男性",21,"プランC","タイプ02","AA","ある",348,338,6,"stable",4,0,0
6995923,"女性",28,"プランA","タイプ01","AA","ない",176,424,2,"stable",24,2,0
6996872,"女性",32,"プランA","タイプ01","AA","ない",165,396,3,"stable",3,6,0
7012553,"女性",32,"プランA","タイプ01","AA","ない",165,396,3,"stable",3,6,0
7018036,"男性",24,"プランB","タイプ01","AA","ない",130,312,24,"stable",1,4,0
7024765,"男性",26,"プランB","タイプ01","AA","ない",154,370,2,"stable",1,6,0
7031689,"男性",23,"プランB","タイプ01","AA","ない",168,404,23,"stable",10,0,0
7035653,"男性",42,"プランB","タイプ01","AA","ない",1341,427,6,"stable",1,12,0
7044396,"男性",45,"プランB","タイプ01","AA","ある",0,697,3,"down",0,13,0
7050135,"男性",24,"プランB","タイプ01","AA","ない",72,174,2,"up",6,2,1
7050240,"男性",41,"プランB","タイプ01","AA","ない",194,467,1,"stable",4,5,0
7073257,"男性",22,"プランB","タイプ01","AA","ある",166,399,6,"stable",12,0,0
7076626,"女性",37,"プランA","タイプ01","AA","ある",0,618,5,"stable",3,6,0
7080809,"男性",34,"プランB","タイプ01","BB","ある",366,476,0,"stable",4,7,1
7083487,"男性",45,"プランB","タイプ01","AA","ある",595,505,6,"stable",17,5,0
7086123,"男性",24,"プランB","タイプ01","AA","ない",0,355,4,"stable",8,4,0
7095807,"男性",35,"プランB","タイプ01","AA","ある",202,485,7,"stable",10,10,0
7103973,"男性",42,"プランC","タイプ02","AA","ある",0,409,3,"stable",8,4,1
7110023,"男性",28,"プランC","タイプ02","AA","ない",461,296,3,"stable",5,6,0
7143433,"男性",26,"プランB","タイプ01","AA","ない",154,370,2,"stable",1,6,0
7143557,"男性",44,"プランB","タイプ01","AA","ある",0,651,6,"down",3,7,0
7144103,"男性",23,"プランB","タイプ01","AA","ない",644,279,23,"up",9,0,0
7148024,"男性",24,"プランB","タイプ01","AA","ない",72,174,2,"up",6,2,1
7155254,"男性",28,"プランB","タイプ01","AA","ない",598,234,2,"up",5,3,0
7158506,"男性",50,"プランB","タイプ01","BB","ある",356,491,0,"stable",8,9,1
7159675,"男性",45,"プランB","タイプ01","AA","ない",290,697,2,"down",6,5,0
7161248,"男性",31,"プランB","タイプ01","AA","ない",166,400,31,"stable",8,6,0
7171065,"男性",26,"プランB","タイプ01","AA","ない",130,314,26,"stable",1,7,0
7178658,"男性",55,"プランB","タイプ01","AA","ない",339,814,1,"down",4,9,0
7187240,"男性",33,"プランB","タイプ01","BB","ない",205,494,0,"stable",13,1,1
7194592,"女性",27,"プランA","タイプ01","AA","ある",119,287,3,"up",8,5,0
7200245,"男性",24,"プランB","タイプ01","AA","ない",114,274,3,"up",5,0,0
7204087,"女性",25,"プランA","タイプ01","AA","ない",0,425,3,"stable",10,6,0
7206207,"男性",44,"プランB","タイプ01","AA","ない",215,518,2,"down",12,16,0
7213259,"男性",29,"プランB","タイプ01","AA","ない",0,377,7,"stable",1,4,0
7215558,"男性",45,"プランB","タイプ01","AA","ない",467,674,1,"down",4,7,0
7223776,"男性",23,"プランB","タイプ01","BB","ない",0,403,0,"stable",10,4,1
7232951,"男性",53,"プランB","タイプ01","AA","ある",285,684,5,"down",2,10,0
7240905,"男性",31,"プランB","タイプ01","AA","ない",171,378,31,"stable",4,7,0
7241734,"男性",46,"プランC","タイプ02","AA","ある",213,513,26,"stable",5,6,0
7243548,"男性",38,"プランB","タイプ01","AA","ない",1395,464,2,"stable",6,3,0
7244570,"男性",23,"プランB","タイプ01","AA","ない",142,341,3,"stable",3,2,0
7250220,"女性",40,"プランA","タイプ01","AA","ない",190,458,4,"stable",16,5,0
7257943,"男性",41,"プランB","タイプ01","AA","ない",1690,408,2,"stable",8,5,0
7262538,"男性",45,"プランB","タイプ01","AA","ない",467,674,1,"down",4,7,0
7272028,"男性",22,"プランC","タイプ02","AA","ある",0,138,19,"up",7,3,1
7283357,"男性",23,"プランB","タイプ01","AA","ない",684,180,3,"up",12,1,1
7291046,"男性",32,"プランB","タイプ01","AA","ある",194,467,32,"stable",7,5,0
7291625,"男性",59,"プランB","タイプ01","AA","ない",234,562,5,"down",3,14,0
7306362,"男性",29,"プランB","タイプ01","AA","ない",140,336,29,"stable",10,7,0
7315827,"男性",30,"プランB","タイプ01","AA","ある",177,426,5,"stable",2,8,0
7317178,"男性",28,"プランB","タイプ01","AA","ない",0,211,1,"up",7,3,1
7319742,"男性",36,"プランB","タイプ01","AA","ない",184,443,2,"down",4,8,0
7323224,"男性",20,"プランC","タイプ02","AA","ない",186,447,5,"stable",5,0,0
7331057,"男性",23,"プランB","タイプ01","AA","ない",142,341,3,"stable",3,2,0
7332806,"男性",18,"プランB","タイプ01","AA","ない",543,222,3,"up",11,2,0
7333609,"男性",37,"プランB","タイプ01","AA","ない",1285,489,4,"down",5,4,0
7338037,"男性",22,"プランC","タイプ02","AA","ある",74,178,19,"up",9,0,1
7341468,"男性",38,"プランC","タイプ02","AA","ない",263,633,2,"down",3,4,0
7356321,"男性",26,"プランB","タイプ01","AA","ない",154,370,2,"stable",1,6,0
7357301,"男性",42,"プランB","タイプ01","AA","ない",1440,587,1,"down",4,17,0
7357567,"男性",27,"プランB","タイプ01","AA","ある",203,488,27,"down",8,4,0
7362312,"男性",18,"プランB","タイプ01","AA","ない",149,358,3,"stable",2,2,0
7366234,"男性",30,"プランB","タイプ01","AA","ない",1487,462,3,"stable",12,3,0
7367235,"男性",27,"プランC","タイプ02","AA","ない",681,277,2,"up",3,6,0
7378818,"男性",22,"プランC","タイプ02","AA","ない",1227,365,5,"stable",15,1,0
7379325,"男性",24,"プランB","タイプ01","AA","ない",108,261,1,"up",3,1,0
7383978,"女性",27,"プランA","タイプ01","AA","ある",119,287,3,"up",8,5,0
7386886,"男性",23,"プランB","タイプ01","AA","ある",162,391,7,"stable",5,5,0
7392070,"女性",33,"プランA","タイプ01","AA","ある",0,447,4,"stable",3,10,0
7404183,"男性",27,"プランB","タイプ01","AA","ない",152,367,27,"stable",8,4,0
7404239,"男性",30,"プランC","タイプ02","AA","ない",163,392,1,"stable",6,7,0
7411046,"女性",19,"プランA","タイプ01","AA","ない",0,380,6,"stable",5,1,0
7416360,"男性",27,"プランB","タイプ01","AA","ある",167,403,4,"stable",4,3,0
7421138,"男性",32,"プランB","タイプ01","BB","ない",167,401,0,"stable",6,12,1
7427752,"女性",24,"プランA","タイプ01","AA","ない",396,386,2,"stable",16,3,1
7428539,"男性",43,"プランC","タイプ02","BB","ある",162,444,43,"stable",4,10,0
7430685,"男性",19,"プランC","タイプ02","BB","ない",76,184,5,"up",4,0,1
7441734,"女性",22,"プランA","タイプ01","AA","ない",701,483,3,"stable",10,2,0
7461554,"男性",36,"プランB","タイプ01","AA","ある",165,397,7,"stable",7,4,0
7465901,"男性",25,"プランC","タイプ02","AA","ある",524,199,22,"up",0,4,1
7480262,"男性",41,"プランB","タイプ01","AA","ない",179,430,4,"stable",3,11,0
7488087,"男性",55,"プランB","タイプ01","AA","ない",0,643,35,"down",15,6,0
7493140,"女性",23,"プランA","タイプ01","AA","ない",86,208,3,"up",7,3,0
7494995,"男性",32,"プランB","タイプ01","AA","ない",277,276,2,"stable",4,5,0
7502509,"男性",33,"プランB","タイプ01","AA","ない",643,296,8,"stable",8,7,0
7509232,"女性",27,"プランA","タイプ01","AA","ある",380,423,27,"stable",6,4,0
7510024,"男性",40,"プランB","タイプ01","AA","ない",119,287,2,"up",2,11,0
7522334,"男性",32,"プランB","タイプ01","AA","ない",208,500,2,"stable",0,5,0
7522481,"男性",45,"プランB","タイプ01","AA","ない",328,789,2,"down",1,7,0
7538792,"男性",30,"プランB","タイプ01","BB","ない",95,230,3,"up",10,5,1
7554002,"女性",27,"プランA","タイプ01","AA","ない",835,569,1,"stable",6,8,0
7566872,"男性",36,"プランB","タイプ01","BB","ない",170,408,0,"stable",6,3,1
7569396,"男性",19,"プランC","タイプ02","BB","ない",76,184,5,"up",4,0,1
7573747,"男性",29,"プランB","タイプ01","AA","ない",493,388,29,"stable",8,3,0
7573942,"男性",50,"プランB","タイプ01","AA","ない",0,643,2,"down",5,6,0
7576464,"男性",32,"プランB","タイプ01","AA","ある",170,410,32,"stable",8,7,0
7580113,"男性",42,"プランB","タイプ01","BB","ない",212,510,0,"stable",1,5,1
7581668,"男性",25,"プランB","タイプ01","AA","ない",106,256,22,"up",14,4,1
7587974,"男性",41,"プランB","タイプ01","AA","ない",222,535,7,"down",1,6,0
7591512,"女性",27,"プランA","タイプ01","AA","ない",925,442,2,"stable",3,7,0
7594982,"男性",20,"プランC","タイプ02","AA","ない",141,340,3,"stable",4,0,0
7608263,"男性",35,"プランB","タイプ01","AA","ない",184,442,1,"stable",3,4,0
7613679,"男性",37,"プランB","タイプ01","AA","ない",329,375,37,"down",10,11,0
7614935,"男性",44,"プランB","タイプ01","AA","ない",247,593,5,"down",4,8,0
7635868,"男性",36,"プランB","タイプ01","AA","ある",0,490,2,"stable",11,8,0
7650643,"男性",24,"プランC","タイプ02","AA","ない",112,269,2,"up",3,0,0
7657465,"女性",28,"プランA","タイプ01","AA","ない",176,424,2,"stable",24,2,0
7662144,"男性",38,"プランB","タイプ01","AA","ない",207,498,6,"stable",6,13,0
7664050,"男性",21,"プランC","タイプ02","AA","ない",146,352,1,"down",7,2,0
7669907,"女性",27,"プランA","タイプ01","AA","ある",380,423,27,"stable",6,4,0
7672779,"男性",55,"プランB","タイプ01","AA","ない",275,660,3,"down",4,7,0
7678830,"男性",27,"プランB","タイプ01","AA","ある",145,349,3,"stable",2,4,0
7688069,"男性",41,"プランB","タイプ01","AA","ない",194,467,1,"stable",4,5,0
7694536,"男性",45,"プランB","タイプ01","AA","ある",595,505,6,"stable",17,5,0
7700552,"男性",18,"プランC","タイプ02","BB","ない",81,195,1,"up",7,2,1
7715893,"男性",18,"プランC","タイプ02","AA","ない",75,180,2,"up",12,2,1
7728761,"男性",63,"プランB","タイプ01","AA","ない",250,602,1,"stable",4,14,0
7733279,"男性",38,"プランB","タイプ01","BB","ない",150,362,2,"stable",2,5,0
7734771,"男性",24,"プランB","タイプ01","AA","ない",108,261,1,"up",3,1,0
7739932,"男性",26,"プランC","タイプ02","AA","ない",1335,541,1,"stable",2,6,0
7741665,"男性",31,"プランB","タイプ01","AA","ない",171,378,31,"stable",4,7,0
7745261,"男性",22,"プランC","タイプ02","AA","ある",463,351,22,"stable",4,2,0
