顧客番号,性別,年齢,プラン区分,通信区分,入会チャネル,インターネット,発話時間,総通話時間,メール,通信量変化,入会後年数,パケット,解約フラグ
7751629,"男性",27,"プランB","タイプ01","AA","ない",178,429,1,"stable",9,6,0
7751730,"男性",50,"プランB","タイプ01","AA","ない",0,643,2,"down",5,6,0
7804638,"男性",24,"プランB","タイプ01","AA","ない",450,337,2,"up",14,0,0
7815031,"男性",55,"プランB","タイプ01","AA","ない",275,660,3,"down",4,7,0
7815043,"男性",23,"プランB","タイプ01","AA","ない",644,279,23,"up",9,0,0
7819958,"男性",41,"プランB","タイプ01","AA","ない",179,430,4,"stable",3,11,0
7821377,"男性",34,"プランB","タイプ01","AA","ない",168,405,4,"stable",14,9,0
7831572,"男性",34,"プランB","タイプ01","AA","ない",168,405,4,"stable",14,9,0
7832457,"女性",33,"プランA","タイプ01","AA","ある",0,318,33,"stable",2,4,0
7835415,"女性",23,"プランA","タイプ01","AA","ない",0,550,7,"stable",6,4,0
7836483,"男性",35,"プランB","タイプ01","AA","ない",0,588,1,"down",6,5,0
7846505,"男性",28,"プランC","タイプ02","BB","ある",205,492,0,"stable",10,4,1
7860716,"男性",32,"プランB","タイプ01","AA","ない",337,810,1,"down",9,6,0
7865400,"男性",31,"プランB","タイプ01","AA","ない",177,425,5,"stable",1,9,0
7872189,"女性",27,"プランA","タイプ01","AA","ない",925,442,2,"stable",3,7,0
7873792,"男性",25,"プランC","タイプ02","AA","ない",147,353,4,"stable",4,3,0
7879356,"男性",43,"プランB","タイプ01","AA","ある",1085,498,7,"stable",13,9,0
7879738,"男性",37,"プランB","タイプ01","AA","ある",566,441,1,"down",3,8,0
7896236,"女性",33,"プランA","タイプ01","AA","ない",0,380,5,"stable",9,8,0
7902674,"男性",35,"プランB","タイプ01","AA","ない",0,402,35,"stable",12,8,0
7908313,"男性",37,"プランB","タイプ01","AA","ない",197,473,37,"stable",9,6,0
7931755,"女性",38,"プランA","タイプ01","AA","ある",270,650,38,"down",7,6,0
7936191,"男性",41,"プランB","タイプ01","AA","ない",210,506,4,"down",0,11,0
7936350,"男性",22,"プランC","タイプ02","AA","ない",63,152,3,"up",5,0,1
7942082,"女性",32,"プランA","タイプ01","AA","ない",165,396,3,"stable",3,6,0
7942601,"男性",33,"プランB","タイプ01","AA","ない",0,337,3,"stable",3,11,0
7945271,"男性",60,"プランB","タイプ01","AA","ない",2473,827,2,"instable",4,7,0
7959293,"男性",27,"プランB","タイプ01","AA","ある",145,349,5,"stable",3,3,0
7961561,"男性",24,"プランB","タイプ01","AA","ない",219,527,8,"stable",2,3,0
7964421,"男性",18,"プランC","タイプ02","AA","ない",210,506,2,"down",6,2,0
7972183,"男性",20,"プランC","タイプ02","AA","ない",0,393,5,"stable",2,0,0
7979739,"男性",44,"プランB","タイプ01","BB","ない",347,834,2,"instable",8,10,0
7980500,"男性",32,"プランB","タイプ01","AA","ある",179,473,4,"stable",4,5,0
7983336,"女性",25,"プランA","タイプ01","AA","ある",0,413,25,"stable",3,1,0
7985287,"女性",18,"プランA","タイプ01","AA","ない",118,284,2,"up",1,0,0
8008267,"男性",27,"プランC","タイプ02","BB","ない",175,422,0,"stable",9,9,1
8012601,"男性",41,"プランB","タイプ01","AA","ない",222,535,7,"down",1,6,0
8017092,"男性",22,"プランC","タイプ02","AA","ある",463,351,22,"stable",4,2,0
8018622,"男性",20,"プランC","タイプ02","AA","ない",851,222,1,"up",4,0,1
8019004,"男性",24,"プランB","タイプ01","AA","ある",0,442,5,"stable",5,2,0
8023189,"男性",59,"プランB","タイプ01","BB","ない",365,877,6,"instable",7,6,0
8031656,"男性",43,"プランB","タイプ01","BB","ない",0,643,7,"stable",1,13,0
8045868,"男性",26,"プランB","タイプ01","AA","ない",798,292,2,"stable",2,0,0
8049726,"男性",27,"プランB","タイプ01","AA","ある",0,399,27,"stable",3,7,0
8071515,"男性",46,"プランB","タイプ01","AA","ない",181,436,2,"stable",4,4,0
8075342,"男性",43,"プランB","タイプ01","AA","ない",178,429,6,"stable",12,9,1
8077726,"男性",59,"プランB","タイプ01","AA","ない",234,562,5,"down",3,14,0
8082295,"男性",31,"プランB","タイプ01","AA","ない",177,425,5,"stable",1,9,0
8082895,"男性",22,"プランB","タイプ01","AA","ある",166,399,6,"stable",12,0,0
8090911,"男性",26,"プランC","タイプ02","AA","ある",295,321,26,"stable",7,4,0
8099201,"男性",42,"プランB","タイプ01","AA","ない",1341,427,6,"stable",1,12,0
8101014,"男性",44,"プランB","タイプ01","AA","ない",215,518,2,"down",12,16,0
8109125,"女性",19,"プランA","タイプ01","AA","ない",624,397,4,"stable",4,0,0
8120464,"男性",38,"プランC","タイプ02","AA","ない",263,633,2,"down",3,4,0
8126568,"男性",24,"プランB","タイプ01","AA","ない",114,274,3,"up",5,0,0
8126923,"男性",51,"プランB","タイプ01","AA","ある",280,672,31,"down",5,10,0
8129309,"男性",24,"プランC","タイプ02","AA","ない",91,220,1,"up",7,1,1
8131121,"男性",41,"プランB","タイプ01","AA","ない",222,535,7,"down",1,6,0
8138107,"女性",31,"プランA","タイプ01","AA","ない",173,417,3,"stable",4,7,0
8142434,"男性",39,"プランB","タイプ01","AA","ない",1205,437,2,"stable",17,5,0
8154990,"女性",28,"プランA","タイプ01","AA","ない",595,254,3,"up",2,7,0
8155721,"男性",33,"プランB","タイプ01","BB","ない",205,494,0,"stable",13,1,1
8158211,"男性",34,"プランB","タイプ01","AA","ない",188,453,2,"stable",7,11,0
8172786,"男性",35,"プランB","タイプ01","AA","ある",371,568,7,"down",10,7,0
8183852,"男性",20,"プランC","タイプ02","AA","ある",144,346,20,"stable",3,2,0
8186614,"男性",25,"プランB","タイプ01","AA","ある",230,553,7,"stable",2,7,0
8197374,"男性",60,"プランB","タイプ01","AA","ない",2473,827,2,"instable",4,7,0
8198767,"女性",28,"プランA","タイプ01","AA","ない",68,164,25,"up",6,4,1
8208111,"男性",30,"プランB","タイプ01","AA","ある",0,459,7,"stable",26,10,0
8209914,"男性",23,"プランB","タイプ01","AA","ない",1564,425,1,"down",4,4,0
8221712,"男性",29,"プランB","タイプ01","AA","ない",0,554,2,"stable",4,4,0
8233268,"男性",41,"プランB","タイプ01","AA","ない",179,430,4,"stable",3,11,0
8235671,"男性",33,"プランB","タイプ01","AA","ない",649,385,3,"stable",4,4,0
8238870,"男性",43,"プランB","タイプ01","AA","ある",1085,498,7,"stable",13,9,0
8245581,"男性",34,"プランB","タイプ01","AA","ない",188,453,2,"stable",7,11,0
8255297,"男性",29,"プランB","タイプ01","AA","ない",122,295,1,"stable",4,3,0
8259137,"男性",41,"プランB","タイプ01","AA","ない",194,467,1,"stable",4,5,0
8266721,"男性",18,"プランC","タイプ02","AA","ない",367,161,1,"up",11,2,1
8268811,"男性",27,"プランB","タイプ01","AA","ない",247,593,2,"down",5,5,0
8278768,"女性",24,"プランA","タイプ01","AA","ない",396,386,2,"stable",16,3,1
8294359,"男性",34,"プランB","タイプ01","AA","ない",168,405,4,"stable",14,9,0
8299039,"男性",28,"プランB","タイプ01","AA","ない",0,211,1,"up",7,3,1
8309032,"男性",40,"プランB","タイプ01","AA","ない",203,489,4,"down",10,7,0
8328353,"男性",37,"プランB","タイプ01","AA","ない",1285,489,4,"down",5,4,0
8331194,"男性",34,"プランB","タイプ01","AA","ある",197,474,4,"stable",5,7,0
8334734,"男性",40,"プランB","タイプ01","AA","ない",119,287,2,"up",2,11,0
8336885,"女性",24,"プランA","タイプ01","AA","ない",396,386,2,"stable",16,3,1
8356697,"男性",36,"プランB","タイプ01","AA","ない",0,633,3,"down",8,3,0
8366820,"女性",28,"プランA","タイプ01","AA","ない",68,164,25,"up",6,4,1
8376285,"男性",19,"プランC","タイプ02","BB","ない",70,169,2,"up",6,1,1
8377766,"男性",34,"プランB","タイプ01","AA","ある",197,474,4,"stable",5,7,0
8395779,"男性",28,"プランC","タイプ02","BB","ある",205,492,0,"stable",10,4,1
8399107,"男性",35,"プランB","タイプ01","AA","ある",371,568,7,"down",10,7,0
8402740,"男性",20,"プランC","タイプ02","AA","ある",122,294,20,"up",3,2,0
8435456,"男性",55,"プランB","タイプ01","AA","ない",995,923,3,"instable",1,7,0
8439129,"男性",24,"プランB","タイプ01","AA","ない",108,261,1,"up",3,1,0
8446207,"男性",31,"プランB","タイプ01","AA","ある",167,402,31,"stable",10,6,0
8458258,"男性",20,"プランC","タイプ02","AA","ある",122,294,20,"up",3,2,0
8465305,"男性",37,"プランB","タイプ01","AA","ある",566,441,1,"down",3,8,0
8465730,"男性",20,"プランC","タイプ02","AA","ない",176,423,5,"instable",19,0,0
8483302,"男性",44,"プランB","タイプ01","AA","ない",165,396,2,"down",0,13,0
8485637,"男性",29,"プランB","タイプ01","AA","ない",189,454,2,"stable",12,3,0
8492645,"男性",24,"プランC","タイプ02","AA","ない",91,220,1,"up",7,1,1
8495080,"男性",29,"プランB","タイプ01","AA","ない",493,388,29,"stable",8,3,0
8497905,"男性",35,"プランB","タイプ01","AA","ない",184,442,1,"stable",3,4,0
8504626,"男性",42,"プランB","タイプ01","AA","ある",0,515,5,"stable",16,13,0
8509870,"男性",51,"プランB","タイプ01","AA","ない",240,578,2,"stable",14,13,0
8521765,"男性",36,"プランB","タイプ01","AA","ない",610,397,3,"stable",6,14,0
8523529,"男性",24,"プランB","タイプ01","AA","ない",450,337,2,"up",14,0,0
8530427,"男性",37,"プランB","タイプ01","AA","ない",1285,489,4,"down",5,4,0
8536885,"男性",32,"プランB","タイプ01","BB","ない",167,401,0,"stable",6,12,1
8538416,"男性",37,"プランB","タイプ01","AA","ない",143,344,6,"stable",15,3,0
8541598,"男性",19,"プランC","タイプ02","AA","ない",1747,235,2,"stable",5,1,0
8550787,"男性",26,"プランB","タイプ01","AA","ある",260,626,5,"down",7,0,0
8552596,"男性",32,"プランB","タイプ01","AA","ない",337,810,1,"down",9,6,0
8577575,"男性",33,"プランB","タイプ01","BB","ない",205,494,0,"stable",13,1,1
8582214,"男性",44,"プランB","タイプ01","AA","ない",165,396,2,"down",0,13,0
8595002,"男性",36,"プランB","タイプ01","AA","ない",187,451,4,"stable",11,4,0
8603065,"男性",41,"プランB","タイプ01","AA","ない",1690,408,2,"stable",8,5,0
8604076,"男性",44,"プランB","タイプ01","AA","ない",247,593,5,"down",4,8,0
8609032,"男性",24,"プランB","タイプ01","BB","ある",0,475,0,"stable",1,1,1
8612106,"男性",21,"プランC","タイプ02","AA","ある",348,338,6,"stable",4,0,0
8617960,"男性",27,"プランB","タイプ01","AA","ない",1044,435,3,"stable",2,0,0
8625564,"男性",23,"プランB","タイプ01","AA","ない",1564,425,1,"down",4,4,0
8626481,"男性",28,"プランB","タイプ01","AA","ない",172,413,3,"stable",3,6,0
8626576,"男性",23,"プランB","タイプ01","AA","ある",162,391,7,"stable",5,5,0
8638342,"男性",33,"プランB","タイプ01","AA","ない",643,296,8,"stable",8,7,0
8645432,"男性",42,"プランB","タイプ01","AA","ある",277,665,3,"stable",5,5,0
8662136,"男性",23,"プランB","タイプ01","AA","ない",0,358,2,"stable",11,3,0
8665094,"男性",19,"プランC","タイプ02","BB","ない",0,375,0,"stable",14,0,1
8674091,"男性",26,"プランB","タイプ01","AA","ない",154,370,2,"stable",1,6,0
8675087,"男性",45,"プランB","タイプ01","AA","ある",0,697,3,"down",0,13,0
8682761,"男性",47,"プランB","タイプ01","AA","ない",168,405,3,"stable",12,9,0
8692905,"男性",21,"プランC","タイプ02","AA","ない",115,277,2,"stable",6,3,0
8704505,"男性",33,"プランB","タイプ01","BB","ある",176,423,0,"stable",7,8,1
8705744,"女性",21,"プランA","タイプ01","AA","ない",141,339,2,"stable",4,3,0
8708608,"男性",22,"プランC","タイプ02","AA","ない",1227,365,5,"stable",15,1,0
8723221,"男性",44,"プランB","タイプ01","AA","ない",215,518,2,"down",12,16,0
8723968,"男性",20,"プランC","タイプ02","AA","ない",180,433,3,"stable",0,0,0
8732204,"男性",34,"プランB","タイプ01","AA","ない",213,513,4,"stable",10,10,0
8734497,"男性",63,"プランB","タイプ01","AA","ない",250,602,1,"stable",4,14,0
8737885,"男性",28,"プランB","タイプ01","AA","ある",112,269,28,"stable",5,5,0
8744821,"男性",30,"プランB","タイプ01","BB","ない",171,412,0,"stable",0,3,1
8750444,"男性",20,"プランC","タイプ02","AA","ある",102,245,3,"up",8,2,0
8751671,"男性",31,"プランB","タイプ01","AA","ない",53,466,5,"stable",18,6,0
8752613,"男性",33,"プランB","タイプ01","AA","ない",0,337,3,"stable",3,11,0
8762419,"男性",19,"プランC","タイプ02","BB","ない",70,169,2,"up",6,1,1
8796636,"男性",33,"プランB","タイプ01","BB","ある",176,423,0,"stable",7,8,1
8798814,"男性",36,"プランB","タイプ01","BB","ある",0,472,0,"stable",10,4,1
8802648,"男性",26,"プランC","タイプ02","AA","ない",198,476,26,"stable",9,6,0
8822052,"男性",20,"プランC","タイプ02","BB","ない",224,538,0,"stable",24,0,1
8840223,"女性",47,"プランA","タイプ01","AA","ある",446,479,5,"stable",3,8,0
8843000,"女性",32,"プランA","タイプ01","AA","ない",0,274,1,"up",11,13,0
8859264,"男性",36,"プランB","タイプ01","AA","ない",268,644,36,"down",13,5,0
8861233,"男性",40,"プランB","タイプ01","AA","ない",646,448,1,"down",1,5,0
8866864,"男性",39,"プランB","タイプ01","AA","ない",485,481,1,"stable",11,4,0
8868453,"男性",40,"プランB","タイプ01","AA","ない",646,448,1,"down",1,5,0
8869109,"男性",33,"プランB","タイプ01","AA","ない",178,429,3,"stable",10,6,0
8870301,"男性",21,"プランC","タイプ02","AA","ない",115,277,2,"stable",6,3,0
8870531,"男性",26,"プランB","タイプ01","AA","ない",163,393,3,"stable",5,0,0
8878972,"男性",26,"プランB","タイプ01","AA","ない",163,393,3,"stable",5,0,0
8913146,"男性",63,"プランB","タイプ01","AA","ある",320,769,3,"down",10,17,0
8927400,"男性",39,"プランB","タイプ01","AA","ない",485,481,1,"stable",11,4,0
8930842,"女性",35,"プランA","タイプ01","AA","ある",156,375,35,"stable",4,4,0
8941045,"男性",28,"プランB","タイプ01","AA","ない",147,353,2,"stable",5,5,0
8951068,"男性",24,"プランB","タイプ01","BB","ある",0,475,0,"stable",1,1,1
8956447,"男性",31,"プランB","タイプ01","AA","ない",168,405,4,"stable",10,1,0
8958567,"男性",40,"プランC","タイプ02","AA","ない",1346,471,1,"stable",13,16,0
8961901,"男性",68,"プランB","タイプ01","AA","ある",328,789,4,"down",10,11,0
8979297,"男性",24,"プランB","タイプ01","AA","ない",72,174,2,"up",6,2,1
8989987,"男性",25,"プランB","タイプ01","AA","ない",159,383,2,"stable",2,4,0
9001487,"男性",51,"プランB","タイプ01","AA","ない",240,578,2,"stable",14,13,0
9004488,"男性",29,"プランB","タイプ01","AA","ない",151,194,1,"up",9,6,1
9014386,"男性",27,"プランC","タイプ02","AA","ない",79,191,2,"up",6,3,1
9021661,"男性",27,"プランC","タイプ02","AA","ない",82,198,1,"up",9,8,1
9023134,"男性",26,"プランC","タイプ02","AA","ない",1335,541,1,"stable",2,6,0
9025314,"男性",27,"プランB","タイプ01","AA","ある",167,403,4,"stable",4,3,0
9028210,"女性",27,"プランA","タイプ01","AA","ある",119,287,3,"up",8,5,0
9046799,"男性",31,"プランB","タイプ01","AA","ない",166,400,31,"stable",8,6,0
9055995,"男性",22,"プランB","タイプ01","AA","ある",166,399,6,"stable",12,0,0
9057162,"女性",23,"プランA","タイプ01","AA","ない",86,208,3,"up",7,3,0
9060292,"男性",25,"プランB","タイプ01","AA","ある",230,553,7,"stable",2,7,0
9064945,"女性",19,"プランA","タイプ01","AA","ない",624,397,4,"stable",4,0,0
9066010,"男性",36,"プランB","タイプ01","AA","ない",167,401,3,"stable",3,4,0
9073982,"男性",35,"プランB","タイプ01","BB","ある",230,553,0,"stable",2,6,1
9077066,"男性",20,"プランC","タイプ02","AA","ある",176,424,20,"stable",3,1,0
9082960,"男性",35,"プランB","タイプ01","AA","ない",155,372,35,"stable",2,3,0
9085791,"男性",20,"プランC","タイプ02","AA","ない",180,433,3,"stable",0,0,0
9089952,"男性",38,"プランB","タイプ01","AA","ない",207,498,6,"stable",6,13,0
9111090,"男性",31,"プランB","タイプ01","AA","ない",171,378,31,"stable",4,7,0
9111960,"男性",25,"プランB","タイプ01","AA","ない",106,256,22,"up",14,4,1
9115797,"女性",29,"プランA","タイプ01","AA","ない",170,408,1,"up",1,2,0
9132502,"女性",24,"プランA","タイプ01","AA","ある",0,264,24,"up",7,6,0
9139184,"男性",19,"プランC","タイプ02","AA","ない",1747,235,2,"stable",5,1,0
9148342,"男性",40,"プランB","タイプ01","AA","ない",203,489,4,"down",10,7,0
9159555,"男性",28,"プランB","タイプ01","AA","ある",0,498,28,"stable",10,4,0
9165189,"男性",41,"プランB","タイプ01","AA","ない",254,610,1,"down",3,7,0
9173075,"男性",20,"プランC","タイプ02","AA","ない",180,433,3,"stable",0,0,0
9195049,"男性",32,"プランB","タイプ01","AA","ある",285,481,3,"stable",4,6,0
9196411,"男性",19,"プランC","タイプ02","BB","ない",0,166,1,"up",7,0,1
9199089,"男性",47,"プランB","タイプ01","AA","ない",168,405,3,"stable",12,9,0
9201886,"男性",37,"プランB","タイプ01","AA","ない",143,344,6,"stable",15,3,0
9203938,"男性",20,"プランC","タイプ02","AA","ない",0,393,5,"stable",2,0,0
9205653,"男性",55,"プランB","タイプ01","AA","ない",0,749,1,"down",0,8,0
9207562,"男性",42,"プランB","タイプ01","AA","ない",1341,427,6,"stable",1,12,0
9216715,"男性",24,"プランB","タイプ01","AA","ない",126,304,5,"stable",13,1,0
9221522,"男性",50,"プランB","タイプ01","AA","ない",148,524,30,"stable",5,9,0
9221734,"女性",38,"プランA","タイプ01","AA","ない",179,430,4,"up",4,5,0
9224603,"男性",34,"プランB","タイプ01","AA","ない",509,211,1,"stable",13,7,1
9226484,"男性",19,"プランC","タイプ02","BB","ない",0,375,0,"stable",14,0,1
9230081,"女性",36,"プランA","タイプ01","AA","ない",262,371,36,"stable",9,4,0
9247684,"女性",32,"プランA","タイプ01","AA","ない",165,396,3,"stable",3,6,0
9250527,"男性",18,"プランC","タイプ02","BB","ない",81,195,1,"up",7,2,1
9268523,"男性",21,"プランC","タイプ02","AA","ない",173,417,7,"stable",15,1,0
9274301,"男性",42,"プランB","タイプ01","BB","ない",212,510,0,"stable",1,5,1
9277503,"男性",30,"プランB","タイプ01","BB","ない",171,412,0,"stable",0,3,1
9278034,"男性",28,"プランB","タイプ01","AA","ない",147,353,2,"stable",5,5,0
9303871,"男性",29,"プランB","タイプ01","AA","ない",0,554,2,"stable",4,4,0
9309783,"男性",27,"プランB","タイプ01","AA","ない",178,429,1,"stable",9,6,0
9312439,"男性",50,"プランB","タイプ01","AA","ない",189,454,5,"down",6,10,0
9329194,"男性",33,"プランB","タイプ01","AA","ない",643,296,8,"stable",8,7,0
9330577,"男性",23,"プランB","タイプ01","AA","ない",0,358,2,"stable",11,3,0
9344461,"女性",20,"プランA","タイプ01","AA","ない",192,461,3,"stable",5,1,0
9348742,"男性",27,"プランB","タイプ01","AA","ある",167,403,4,"stable",4,3,0
9349780,"男性",25,"プランB","タイプ01","AA","ない",188,452,2,"stable",3,4,0
9352516,"女性",20,"プランA","タイプ01","AA","ない",192,461,3,"stable",5,1,0
9353034,"男性",41,"プランB","タイプ01","AA","ない",222,535,7,"down",1,6,0
9353810,"男性",21,"プランC","タイプ02","AA","ない",146,352,1,"down",7,2,0
9358256,"女性",51,"プランA","タイプ01","AA","ない",287,691,31,"down",7,8,0
9365540,"男性",36,"プランB","タイプ01","AA","ない",610,397,3,"stable",6,14,0
9372159,"男性",43,"プランC","タイプ02","BB","ある",162,444,43,"stable",4,10,0
9372171,"男性",38,"プランC","タイプ02","AA","ない",263,633,2,"down",3,4,0
9390280,"男性",45,"プランB","タイプ01","AA","ある",0,697,3,"down",0,13,0
9392005,"男性",24,"プランB","タイプ01","AA","ある",0,442,5,"stable",5,2,0
9396361,"女性",40,"プランA","タイプ01","AA","ない",190,458,4,"stable",16,5,0
9404960,"男性",28,"プランB","タイプ01","AA","ある",0,498,28,"stable",10,4,0
9412649,"男性",38,"プランC","タイプ02","AA","ない",263,633,2,"down",3,4,0
9443721,"男性",27,"プランC","タイプ02","AA","ない",681,277,2,"up",3,6,0
9450355,"男性",24,"プランB","タイプ01","AA","ない",0,355,4,"stable",8,4,0
9453004,"男性",26,"プランB","タイプ01","AA","ない",154,370,2,"stable",1,6,0
9458884,"男性",28,"プランB","タイプ01","AA","ない",142,343,3,"stable",2,5,0
9461407,"男性",51,"プランB","タイプ01","AA","ある",280,672,31,"down",5,10,0
9465134,"男性",23,"プランB","タイプ01","AA","ない",308,329,8,"stable",0,3,0
9472625,"男性",42,"プランB","タイプ01","AA","ある",0,515,5,"stable",16,13,0
9472789,"男性",58,"プランB","タイプ01","AA","ある",369,887,5,"instable",7,9,0
9489885,"男性",28,"プランC","タイプ02","AA","ない",461,296,3,"stable",5,6,0
9501605,"男性",28,"プランB","タイプ01","AA","ある",184,443,4,"stable",3,9,0
9513014,"男性",18,"プランC","タイプ02","AA","ない",0,160,15,"up",7,2,1
9513978,"女性",24,"プランA","タイプ01","AA","ない",396,386,2,"stable",16,3,1
9515681,"男性",38,"プランB","タイプ01","AA","ない",1395,464,2,"stable",6,3,0
9518680,"男性",55,"プランB","タイプ01","AA","ない",339,814,1,"down",4,9,0
9521944,"男性",59,"プランB","タイプ01","AA","ない",234,562,5,"down",3,14,0
9530296,"男性",29,"プランB","タイプ01","AA","ない",127,306,2,"stable",4,9,0
9533032,"男性",33,"プランB","タイプ01","AA","ある",227,546,6,"stable",9,4,0
9534191,"男性",22,"プランC","タイプ02","AA","ない",102,451,3,"stable",5,3,0
9550167,"男性",25,"プランC","タイプ02","AA","ない",0,271,22,"up",16,5,1
9554622,"男性",26,"プランC","タイプ02","AA","ない",198,476,26,"stable",9,6,0
9557257,"男性",55,"プランB","タイプ01","AA","ない",0,643,35,"down",15,6,0
9562211,"女性",28,"プランA","タイプ01","AA","ない",595,254,3,"up",2,7,0
9564043,"男性",24,"プランB","タイプ01","AA","ない",219,527,8,"stable",2,3,0
9565439,"男性",28,"プランB","タイプ01","AA","ある",184,443,4,"stable",3,9,0
9565777,"男性",22,"プランC","タイプ02","AA","ある",463,351,22,"stable",4,2,0
9567677,"男性",65,"プランB","タイプ01","AA","ない",380,912,1,"instable",1,11,0
9589474,"男性",28,"プランB","タイプ01","AA","ない",196,471,3,"stable",2,5,0
9590364,"男性",51,"プランB","タイプ01","AA","ある",280,672,31,"down",5,10,0
9600223,"女性",32,"プランA","タイプ01","AA","ない",0,274,1,"up",11,13,0
9603269,"男性",34,"プランB","タイプ01","AA","ない",188,453,2,"stable",7,11,0
9611624,"男性",36,"プランB","タイプ01","AA","ない",184,443,2,"down",4,8,0
9612255,"男性",36,"プランB","タイプ01","AA","ない",275,660,7,"down",12,11,0
9614067,"男性",27,"プランC","タイプ02","AA","ない",681,277,2,"up",3,6,0
9616094,"男性",45,"プランB","タイプ01","BB","ない",377,906,2,"instable",10,8,0
9619010,"男性",31,"プランB","タイプ01","AA","ない",171,412,2,"stable",1,7,0
9624346,"女性",20,"プランA","タイプ01","AA","ない",194,466,5,"stable",7,0,0
9629087,"男性",37,"プランB","タイプ01","AA","ない",1285,489,4,"down",5,4,0
9630029,"男性",37,"プランB","タイプ01","AA","ない",197,473,37,"stable",9,6,0
9632951,"男性",23,"プランB","タイプ01","AA","ある",162,391,7,"stable",5,5,0
9633650,"女性",36,"プランA","タイプ01","AA","ない",262,371,36,"stable",9,4,0
9635311,"男性",18,"プランC","タイプ02","AA","ない",75,180,2,"up",12,2,1
9640472,"男性",55,"プランB","タイプ01","AA","ない",0,643,35,"down",15,6,0
9644193,"女性",34,"プランA","タイプ01","AA","ある",182,437,3,"stable",1,5,0
9646227,"男性",20,"プランC","タイプ02","AA","ない",851,222,1,"up",4,0,1
9655627,"男性",22,"プランC","タイプ02","AA","ある",463,351,22,"stable",4,2,0
9658046,"女性",19,"プランA","タイプ01","AA","ない",494,264,2,"up",6,0,0
9669985,"女性",34,"プランA","タイプ01","AA","ない",205,492,1,"stable",16,4,0
9680234,"男性",35,"プランB","タイプ01","AA","ない",190,456,2,"stable",3,3,0
9684425,"男性",39,"プランB","タイプ01","AA","ない",1205,437,2,"stable",17,5,0
9692079,"女性",34,"プランA","タイプ01","AA","ない",205,492,1,"stable",16,4,0
9698984,"女性",51,"プランA","タイプ01","AA","ない",287,691,31,"down",7,8,0
9712379,"男性",45,"プランB","タイプ01","AA","ない",467,674,1,"down",4,7,0
9719375,"男性",26,"プランC","タイプ02","AA","ない",198,476,26,"stable",9,6,0
9725017,"男性",26,"プランB","タイプ01","AA","ない",0,360,3,"stable",10,7,0
9728181,"男性",30,"プランB","タイプ01","AA","ない",257,401,1,"stable",9,2,0
9746005,"男性",33,"プランB","タイプ01","AA","ある",152,367,33,"stable",2,4,0
9749914,"男性",33,"プランB","タイプ01","AA","ない",0,337,3,"stable",3,11,0
9764597,"男性",18,"プランC","タイプ02","AA","ない",217,523,4,"stable",6,2,0
9780625,"男性",27,"プランB","タイプ01","BB","ある",0,396,0,"stable",5,3,1
9781104,"男性",25,"プランB","タイプ01","AA","ある",230,553,7,"stable",2,7,0
9786688,"男性",29,"プランB","タイプ01","AA","ない",228,549,6,"down",6,11,0
9789633,"男性",22,"プランC","タイプ02","AA","ない",98,237,2,"up",1,2,0
9799549,"男性",43,"プランB","タイプ01","AA","ある",1085,498,7,"stable",13,9,0
9799592,"男性",25,"プランB","タイプ01","BB","ない",967,421,0,"stable",11,7,1
